"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
3.061445083E0;-4.176008329E-3;7.185022049E-3;1.765917599E-2;1.951691789E-2
3.071440083E0;4.962458834E-3;2.279456623E-2;-1.183125615E-2;2.615715713E-2
3.081435083E0;3.450149596E-3;-4.303916171E-3;4.195961952E-3;6.930607718E-3
3.091431083E0;-7.474203408E-4;-5.438129827E-3;-4.461425543E-4;5.507352936E-3
3.101426083E0;-7.739009187E-3;-4.047954306E-3;9.887056947E-3;1.319212236E-2
3.111421083E0;1.142692119E-3;6.724480726E-3;3.278066039E-2;3.348277291E-2
3.121416083E0;-6.910312548E-3;1.372630220E-2;4.146202147E-2;4.421835610E-2
3.131411083E0;-1.543226391E-3;3.059508082E-2;3.591710687E-2;4.720676947E-2
3.141406083E0;1.221103281E-2;2.918052971E-3;2.574470580E-2;2.864287402E-2
3.151401083E0;2.313173130E-2;-1.190646596E-2;1.108222783E-2;2.827820182E-2
3.161397083E0;4.323789395E-2;-1.516877376E-3;1.362401247E-3;4.328593915E-2
3.171392083E0;3.938275158E-2;-1.232640568E-2;-1.255981922E-2;4.313572137E-2
3.181387083E0;-3.417427115E-2;1.544578560E-3;-7.464555502E-3;3.501408460E-2
3.191382083E0;-2.719941996E-2;7.418727949E-3;3.055871844E-2;4.157741266E-2
3.201377083E0;-2.222402416E-2;2.097374327E-2;3.938158214E-2;4.984690731E-2
3.211372083E0;-2.987781018E-3;-1.684334323E-2;5.660397112E-2;5.913234811E-2
3.221367083E0;2.757481121E-2;8.655158244E-3;3.101304710E-2;4.239211091E-2
3.231363083E0;1.733991802E-2;-2.224573195E-3;4.220520258E-3;1.798427852E-2
3.241358083E0;-2.513096742E-2;9.388764538E-3;1.709141135E-2;3.180928740E-2
3.251353333E0;6.044632271E-3;1.500512481E-2;5.868850350E-3;1.720856630E-2
3.261348333E0;5.933608264E-3;-4.235174842E-3;3.468568325E-3;8.073126978E-3
3.271343333E0;-9.428635240E-5;-1.107645370E-3;1.170437157E-2;1.175704393E-2
3.281338333E0;3.369903870E-2;-3.437212631E-3;4.583339989E-2;5.699245727E-2
3.291333333E0;1.381623968E-2;8.907648325E-3;5.225890517E-2;5.478346327E-2
3.301329333E0;-3.320363335E-2;4.809883051E-3;4.238295794E-2;5.405489216E-2
3.311324333E0;-2.462423310E-2;2.449230529E-2;2.457643211E-2;4.254676121E-2
3.321319333E0;7.253032476E-3;-7.039828375E-3;-2.812510729E-3;1.049170531E-2
3.331314333E0;3.720934153E-2;-1.033341877E-2;1.544834375E-2;4.159285954E-2
3.341309333E0;2.119506039E-2;9.550001509E-3;8.713520765E-3;2.482656959E-2
3.351304333E0;3.009737313E-2;8.702374510E-3;2.009278715E-2;3.721966263E-2
3.361299333E0;-2.419058897E-2;4.430362210E-3;1.725220978E-2;3.004082965E-2
3.371294333E0;-1.299083211E-2;-4.237440638E-3;1.261302888E-2;1.859586297E-2
3.381290333E0;9.446249977E-3;-4.857574403E-3;1.785447299E-2;2.077522259E-2
3.391285333E0;1.042916693E-2;-1.709404260E-2;1.007299840E-2;2.241515363E-2
3.401280333E0;-3.458189517E-3;-3.042233214E-3;3.784902692E-3;5.961522125E-3
3.411275333E0;4.487811103E-3;-3.123472966E-3;1.230955839E-2;1.346928950E-2
3.421270333E0;8.114327341E-3;-1.239302740E-2;2.953077793E-2;3.303780080E-2
3.431265333E0;-1.251179896E-2;-6.086220592E-4;2.220597088E-2;2.549550307E-2
3.441260333E0;-1.760998629E-2;3.111683518E-2;7.549340129E-3;3.654259959E-2
3.451256333E0;4.224861816E-2;6.685889103E-3;2.835490286E-2;5.131907409E-2
3.461251333E0;-1.445285529E-3;6.654167958E-3;-3.528209925E-3;7.669098170E-3
3.471246333E0;2.415448241E-2;2.113256827E-2;2.326139331E-2;3.963731677E-2
3.481241333E0;-2.226100780E-2;-1.294931687E-2;5.142041445E-3;2.626171864E-2
3.491236333E0;-1.834118061E-2;1.240421019E-2;1.172366738E-2;2.505409574E-2
3.501231333E0;-1.730512708E-2;-7.055944763E-3;3.432140172E-2;3.907956494E-2
3.511226333E0;2.296793617E-2;-1.770511318E-2;2.443609893E-2;3.792255339E-2
3.521222333E0;-2.014921278E-2;1.236353550E-2;2.623353302E-2;3.531353906E-2
3.531217333E0;-3.881893381E-3;1.419817250E-2;9.320461750E-3;1.742206090E-2
3.541212333E0;2.006194308E-2;1.333468493E-2;3.386824250E-2;4.156143925E-2
3.551207333E0;1.043779157E-2;1.174044158E-2;2.429518104E-2;2.893166575E-2
3.561202333E0;1.881224692E-2;1.031916618E-2;2.563653231E-2;3.343078841E-2
3.571197333E0;-1.227162458E-2;1.197012752E-2;-4.155031443E-3;1.763918958E-2
3.581192333E0;-1.223405622E-2;-3.239394017E-3;1.349361956E-2;1.849982632E-2
3.591188333E0;-9.070274010E-3;-4.823697098E-3;1.679261863E-2;1.968578078E-2
3.601183333E0;2.239154689E-2;-1.133245211E-2;2.083538353E-2;3.261777200E-2
3.611178333E0;-1.556872331E-2;4.066007584E-4;1.409880638E-2;2.100777977E-2
3.621173333E0;8.347704336E-3;1.413370695E-2;3.416118801E-2;3.790029823E-2
3.631168333E0;-7.814072818E-3;1.922337927E-2;3.055871844E-2;3.693823652E-2
3.641163333E0;1.087669820E-2;1.396644004E-2;2.756669819E-2;3.276105707E-2
3.651158333E0;-7.669281140E-3;6.371345446E-3;1.679905057E-2;1.953509703E-2
3.661154333E0;1.787384190E-2;1.713391330E-2;-5.660104752E-3;2.539846442E-2
3.671149333E0;-1.007913798E-3;-7.029559202E-3;-7.312527895E-3;1.019331433E-2
3.681144333E0;1.570664451E-2;-1.418454118E-2;2.817539334E-2;3.523851132E-2
3.691139333E0;-2.803915322E-2;8.209417686E-3;3.146386743E-2;4.293673958E-2
3.701134333E0;-1.364550099E-2;1.050817743E-3;1.261595249E-2;1.861360181E-2
3.711129333E0;-3.328381330E-3;-2.185652666E-3;4.510308266E-2;4.527850776E-2
3.721124333E0;-8.836531565E-3;-6.370541453E-4;3.462077916E-2;3.573637471E-2
3.731120333E0;2.310761154E-2;-3.813882954E-3;2.937933505E-2;3.757196750E-2
3.741115333E0;2.075988136E-2;-6.284075752E-3;2.594234169E-2;3.381519443E-2
3.751110333E0;1.124127209E-4;-2.168841921E-3;-2.810756564E-3;3.552022573E-3
3.761105333E0;1.860861763E-2;-6.193809360E-3;2.724802494E-3;1.980071901E-2
3.771100333E0;1.542860940E-3;-4.161463380E-3;2.158850491E-2;2.204000321E-2
3.781095333E0;-6.418780982E-3;9.837721065E-3;2.428757966E-2;2.697902946E-2
3.791090333E0;-1.132956505E-2;5.492435843E-3;1.486537635E-2;1.948089602E-2
3.801086333E0;-9.990918115E-3;-1.162101220E-2;-4.452069998E-3;1.595892530E-2
3.811081333E0;6.016857997E-3;1.103519429E-2;3.641178131E-2;3.852007154E-2
3.821076333E0;-4.134127647E-3;7.611868791E-3;7.548112214E-2;7.597651846E-2
3.831071333E0;-1.120882004E-2;2.413708694E-2;7.114658117E-2;7.596099411E-2
3.841066333E0;7.464336231E-3;-2.900178764E-2;6.515143096E-2;7.170445564E-2
3.851061333E0;1.905753762E-2;6.927379109E-3;7.712594390E-2;7.974703470E-2
3.861056333E0;1.464807920E-2;3.766568016E-2;1.606545889E-1;1.656597918E-1
3.871052333E0;1.792836718E-2;-8.367694505E-3;7.353984654E-2;7.615480083E-2
3.881047333E0;-2.309014298E-2;-2.831660360E-3;3.536922276E-2;4.233385078E-2
3.891042333E0;1.424754493E-2;1.551149368E-2;-2.929747403E-2;3.608241895E-2
3.901037333E0;1.798230775E-2;-2.208442189E-2;2.832449734E-2;4.016668062E-2
3.911032333E0;-2.355631225E-2;1.534159552E-2;-5.220686495E-2;5.929436017E-2
3.921027333E0;-1.480595402E-2;2.133064270E-2;-8.095762432E-2;8.501970082E-2
3.931022333E0;-3.426980004E-3;1.732884485E-2;-5.985326886E-2;6.240550336E-2
3.941018333E0;-2.727579921E-2;6.976751536E-3;-1.658328831E-2;3.267490989E-2
3.951013333E0;-7.365079746E-3;3.972963765E-3;7.965661883E-3;1.155338089E-2
3.961008333E0;1.761824548E-2;-9.626124948E-3;7.666869164E-3;2.149059651E-2
3.971003333E0;6.539818347E-3;-7.025064155E-4;7.696865380E-2;7.724918386E-2
3.980998333E0;-9.793428406E-3;2.077797119E-2;5.137597561E-2;5.627722627E-2
3.990993333E0;-3.231390640E-3;1.257253692E-2;6.664480984E-2;6.789728455E-2
4.000988333E0;-4.690344036E-3;7.485386208E-3;5.362890780E-2;5.435154170E-2
4.010984333E0;1.355611168E-2;-7.874554954E-3;9.485937953E-3;1.832374957E-2
4.020979333E0;3.719187297E-2;-3.863913193E-3;1.336965859E-2;3.971036402E-2
4.030974333E0;2.223067537E-2;-1.165105227E-2;1.083138227E-2;2.733621752E-2
4.040969333E0;-3.169505171E-2;3.250686452E-4;-7.074663162E-2;7.752269254E-2
4.050964333E0;1.109553024E-2;-2.094004869E-2;-4.918970168E-2;5.460057858E-2
4.060959333E0;-3.145465806E-2;-1.557917520E-2;-7.267504334E-3;3.584582030E-2
4.070955333E0;-2.450421900E-2;6.351976544E-3;-3.436233222E-2;4.267990429E-2
4.080950333E0;9.128088355E-3;-1.439814728E-2;1.923324645E-2;2.570109746E-2
4.090945333E0;1.724928617E-3;-1.807922535E-2;2.551607966E-2;3.131938839E-2
4.100940333E0;-1.744516790E-3;1.903780326E-2;3.269704521E-2;3.787582418E-2
4.110935333E0;2.186697856E-2;8.044599295E-3;3.464182913E-2;4.174849284E-2
4.120930333E0;2.180229373E-2;3.743387461E-3;3.089902639E-2;3.800135253E-2
4.130925333E0;-5.744158477E-4;2.315687433E-2;-1.385790110E-2;2.699281766E-2
4.140921333E0;-1.341424361E-3;-5.094386637E-5;1.741885543E-2;1.747050483E-2
4.150916333E0;-3.127017841E-3;-1.034321286E-2;2.011734545E-2;2.283567124E-2
4.160911333E0;-1.179017946E-2;-3.747261241E-3;2.011442184E-4;1.237298499E-2
4.170906333E0;1.767437875E-2;-1.023302939E-2;3.567444742E-2;4.110674827E-2
4.180901333E0;7.463970780E-4;-7.947096974E-3;3.298589766E-2;3.393792721E-2
4.190896333E0;-1.079052486E-2;6.504881233E-3;3.178546429E-2;3.419158736E-2
4.200891333E0;7.350096256E-3;1.575952526E-2;9.774205685E-3;1.994797354E-2
4.210887333E0;4.274365805E-2;-1.773489743E-2;1.187978804E-2;4.777736132E-2
4.220882333E0;9.610629827E-3;-9.490396455E-3;3.013479531E-2;3.302329055E-2
4.230877333E0;1.868331581E-3;6.963741481E-3;4.386581182E-3;8.439576576E-3
4.240872333E0;1.278522938E-2;3.555582203E-3;3.206846952E-2;3.470577751E-2
4.250868167E0;-3.561831415E-3;-8.601583131E-3;4.104686916E-2;4.208942080E-2
4.260863167E0;-6.065068290E-2;5.562116381E-2;-3.874365091E-2;9.095762577E-2
4.270858167E0;4.045834690E-3;-5.363724008E-4;3.535752833E-2;3.559229247E-2
4.280854167E0;-6.059528053E-2;-3.628679708E-2;6.005324364E-2;9.270874681E-2
4.290849167E0;2.293204889E-2;8.290218897E-3;3.160770893E-2;3.992059443E-2
4.300844167E0;1.146811482E-1;4.283659223E-2;3.416411161E-2;1.270980956E-1
4.310839167E0;8.053377427E-2;-2.528584555E-2;2.262989402E-2;8.739093138E-2
4.320834167E0;-6.470682330E-2;5.529214829E-2;-5.774593234E-2;1.028532321E-1
4.330829167E0;-3.922378041E-2;1.519439187E-2;-9.100021720E-3;4.303701766E-2
4.340824167E0;-5.483635783E-2;-4.833290186E-2;4.793664336E-2;8.741291277E-2
4.350820167E0;4.944478646E-3;-5.239836127E-2;3.880329251E-2;6.538907892E-2
4.360815167E0;7.809694715E-2;-4.264670391E-2;2.669663250E-2;9.290094023E-2
4.370810167E0;2.591515213E-2;3.122248705E-2;3.147556186E-2;5.135318687E-2
4.380805167E0;-7.395507194E-2;3.628873397E-2;4.000138700E-2;9.157693946E-2
4.390800167E0;-7.090611443E-2;5.310565509E-2;5.582921505E-3;8.876405060E-2
4.400795167E0;4.383811064E-2;2.437463008E-2;-2.358649850E-2;5.542765959E-2
4.410791167E0;3.247521646E-2;-2.322031662E-2;-9.513419867E-3;4.104056464E-2
4.420786167E0;5.221658595E-2;-4.433548942E-2;-2.495533168E-2;7.290388227E-2
4.430781167E0;1.466481686E-2;-2.723256636E-2;4.464699984E-2;5.431412448E-2
4.440776167E0;-3.295717321E-2;2.262086738E-2;4.930430710E-2;6.347277847E-2
4.450771167E0;-2.124658898E-2;3.151408039E-2;1.577929616E-2;4.115265475E-2
4.460766167E0;-4.704084992E-3;-1.689574890E-2;8.451565504E-3;1.946853117E-2
4.470761167E0;-2.306733884E-2;-1.522859808E-2;3.779289365E-2;4.682216495E-2
4.480757167E0;-2.973031417E-2;-1.879682489E-2;1.489461243E-2;3.819766597E-2
4.490752167E0;2.363115661E-2;-4.338531688E-2;7.117230892E-3;4.991364802E-2
4.500747167E0;-2.356062457E-3;-1.451965973E-2;-2.223052919E-2;2.665648096E-2
4.510742167E0;3.395989761E-3;7.752238512E-3;1.039868832E-2;1.340756007E-2
4.520737167E0;-7.781036049E-3;2.943612613E-2;2.296026170E-2;3.813402235E-2
4.530732167E0;-5.235246062E-2;5.052904297E-2;3.672986984E-2;8.150489344E-2
4.540728167E0;-4.681792483E-2;3.808693551E-3;4.675375164E-2;6.627471255E-2
4.550723167E0;-1.780111715E-3;-2.451653469E-2;2.429693520E-2;3.456255678E-2
4.560718167E0;7.507919915E-2;-3.798044309E-2;8.275564313E-3;8.454516643E-2
4.570713167E0;7.270669140E-2;1.348367929E-2;4.000898838E-2;8.407610679E-2
4.580708167E0;3.217320777E-2;3.266784567E-2;-3.703041673E-3;4.600017345E-2
4.590703167E0;-2.693731852E-2;2.949306339E-2;-1.702533782E-2;4.342029531E-2
4.600698167E0;-2.748388700E-2;4.678539969E-3;1.531385779E-3;2.792128083E-2
4.610694167E0;-7.192806154E-4;-3.481191002E-2;2.981378317E-2;4.583937293E-2
4.620689167E0;3.440260492E-2;-5.557884458E-2;4.358339131E-2;7.856245407E-2
4.630684167E0;-2.738455743E-2;-2.629953347E-2;3.250642598E-2;4.998246869E-2
4.640679167E0;-6.830651544E-2;1.945112832E-2;1.515247464E-2;7.262040989E-2
4.650674167E0;-4.472096711E-2;2.429689866E-2;2.159669101E-2;5.528762291E-2
4.660669167E0;2.840730853E-2;3.822664741E-2;5.135024786E-3;4.790219442E-2
4.670664167E0;4.819421321E-2;2.585013840E-2;-3.999495506E-3;5.483527885E-2
4.680660167E0;3.110316731E-2;3.515229106E-2;-2.002495944E-2;5.103028105E-2
4.690655167E0;5.223003455E-2;-6.585061178E-3;2.725387216E-3;5.271401403E-2
4.700650167E0;6.996851340E-3;-3.675011583E-2;4.029608667E-2;5.498455731E-2
4.710645167E0;7.531944662E-4;-5.250068754E-4;2.800290048E-2;2.801794727E-2
4.720640167E0;-1.599922456E-2;-2.642941475E-4;2.965006113E-2;3.369230124E-2
4.730635167E0;9.508669004E-3;-3.136380695E-2;3.863196909E-2;5.066095349E-2
4.740631167E0;-1.959606618E-2;-1.671382740E-2;1.604066670E-2;3.034239318E-2
4.750626167E0;-2.273382828E-2;1.050412092E-2;-9.396475554E-3;2.674803277E-2
4.760621167E0;5.252480730E-3;-2.189113487E-2;4.826876521E-3;2.302409773E-2
4.770616167E0;-2.959275842E-3;-5.259168483E-3;9.615161419E-3;1.135198202E-2
4.780611167E0;8.791946545E-3;5.808331668E-3;2.548742831E-2;2.757977597E-2
4.790606167E0;1.531188436E-2;2.284455992E-2;2.757254541E-2;3.894320199E-2
4.800601167E0;4.148087874E-3;4.129877452E-2;4.627778828E-2;6.216453248E-2
4.810597167E0;-1.267128177E-2;2.377916425E-2;2.860867202E-2;3.929969655E-2
4.820592167E0;1.054011784E-2;3.692882136E-3;1.917886734E-2;2.219370215E-2
4.830587167E0;8.691082075E-3;-7.551277019E-3;1.185406029E-2;1.652499433E-2
4.840582167E0;3.530614592E-2;-2.360473450E-2;-2.288600206E-2;4.824392730E-2
4.850577167E0;1.352095529E-2;-3.156783823E-2;-1.184645891E-3;3.436201432E-2
4.860572167E0;4.282939285E-3;-3.087768406E-2;2.291523814E-2;3.868957328E-2
4.870568167E0;-1.078058459E-2;1.690247320E-3;3.143053830E-2;3.327095847E-2
4.880563167E0;-2.328726724E-2;1.070954092E-3;4.473353863E-2;5.044336662E-2
4.890558167E0;-2.805377126E-2;-9.589360580E-3;4.203914165E-2;5.144180546E-2
4.900553167E0;-1.546720102E-2;2.611801397E-2;1.374972761E-2;3.332326470E-2
4.910548167E0;-6.975435913E-3;2.448923551E-2;4.776590466E-3;2.590743481E-2
4.920543167E0;1.457659699E-2;6.643533334E-4;-1.683998108E-4;1.459270036E-2
4.930539167E0;9.046519697E-3;7.143945359E-3;-5.558947921E-3;1.279755351E-2
4.940534167E0;4.295583889E-3;1.595971931E-2;-1.086412668E-3;1.656336239E-2
4.950529167E0;1.575064480E-2;9.734006077E-3;1.821583092E-2;2.597402899E-2
4.960524167E0;1.958729535E-2;5.680277646E-3;3.213103473E-2;3.805694531E-2
4.970519167E0;-5.515605435E-3;1.876334958E-3;2.583767653E-2;2.648637507E-2
4.980514167E0;1.130449511E-2;-1.548214797E-2;2.403790355E-2;3.074588302E-2
4.990509167E0;2.125587143E-2;-3.149968162E-2;1.624941230E-2;4.132898998E-2
5.000505167E0;4.224613309E-5;-1.842991211E-2;8.919342756E-3;2.047481673E-2
5.010500167E0;1.979721040E-3;6.950987242E-3;-1.102784872E-3;7.311063774E-3
5.020495167E0;-6.037396342E-3;5.724679939E-3;9.515758753E-3;1.264008622E-2
5.030490167E0;1.268597290E-2;9.630766176E-3;1.744224429E-2;2.362027628E-2
5.040485167E0;3.397597745E-3;1.417562418E-2;1.535069525E-2;2.116921907E-2
5.050480167E0;3.069276586E-3;8.418967277E-3;2.971964300E-2;3.104120888E-2
5.060476167E0;-6.603626087E-3;5.734766386E-3;3.419977963E-2;3.530042988E-2
5.070471167E0;1.135697387E-2;1.313302908E-2;1.519691348E-2;2.307387024E-2
5.080466167E0;4.098715447E-2;-1.314234808E-3;1.969108343E-2;4.549079919E-2
5.090461167E0;2.544788651E-2;1.298589852E-2;3.684915304E-3;2.880637237E-2
5.100456167E0;-6.108659282E-3;2.289404199E-3;9.673633575E-3;1.166774513E-2
5.110451167E0;-7.230666876E-3;-1.016962364E-2;1.940983236E-2;2.307477802E-2
5.120447167E0;2.842397310E-2;-1.688350629E-2;1.523141205E-2;3.640015034E-2
5.130442167E0;3.913833797E-3;-1.867578752E-2;-8.122367263E-3;2.073827342E-2
5.140437167E0;2.435584590E-3;-7.128779143E-3;-3.761338413E-2;3.836037317E-2
5.150432167E0;-1.544922084E-2;1.249151643E-2;-4.480019689E-2;4.900789782E-2
5.160427167E0;-9.441937655E-3;1.982063580E-2;-5.721558988E-2;6.128320745E-2
5.170422167E0;1.093641289E-2;4.962444216E-2;-1.140897024E-1;1.248945578E-1
5.180417167E0;4.696556702E-3;-1.739952307E-2;-2.401264358E-1;2.408017986E-1
5.190413167E0;-2.324611746E-2;-2.015721615E-2;-3.077863222E-1;3.093204091E-1
5.200408167E0;-1.965673104E-2;1.872570813E-2;-3.148199379E-1;3.159883424E-1
5.210403167E0;1.645311467E-2;-2.254697319E-2;-2.546485806E-1;2.561737117E-1
5.220398167E0;-5.709806085E-3;-2.010312941E-2;-2.664850992E-1;2.673032843E-1
5.230393167E0;-1.684005417E-2;-2.577905819E-2;-2.263755387E-1;2.284601317E-1
5.240388167E0;5.338800251E-3;-1.744904168E-2;-1.094680631E-1;1.109785055E-1
5.250383708E0;9.174866080E-3;-3.252352908E-2;-1.004727066E-1;1.060034097E-1
5.260378708E0;1.562164061E-2;-2.975673627E-2;-7.922041655E-2;8.605447929E-2
5.270373708E0;1.235377796E-2;-2.920318767E-4;-9.284910679E-2;9.366780527E-2
5.280368708E0;1.953554749E-3;-1.194637321E-2;-1.428509867E-1;1.433629541E-1
5.290363708E0;-1.710369051E-2;-1.456468329E-3;-1.512370634E-1;1.522081038E-1
5.300358708E0;-2.635866344E-2;2.011566438E-2;-2.067803496E-1;2.094218997E-1
5.310354708E0;1.935282201E-3;2.038540374E-2;-2.697922844E-1;2.705682663E-1
5.320349708E0;-8.305531293E-3;-9.759478010E-3;-2.483797807E-1;2.487101620E-1
5.330344708E0;-3.941206075E-2;6.254912764E-3;-1.650049174E-1;1.697617661E-1
5.340339708E0;-3.772126526E-2;-4.682011753E-3;-2.263737845E-1;2.295428183E-1
5.350334708E0;-1.012153029E-2;-1.562913235E-2;-2.944792289E-1;2.950673336E-1
5.360329708E0;-2.058804631E-3;1.826852895E-3;-2.682860416E-1;2.683001606E-1
5.370325708E0;-1.159575954E-2;6.003153585E-3;-2.575043607E-1;2.578352095E-1
5.380320708E0;-1.719556488E-2;-8.681068718E-3;-3.202192569E-1;3.207980999E-1
5.390315708E0;1.311793596E-2;-3.183633506E-2;-2.702144533E-1;2.723994920E-1
5.400310708E0;2.579448022E-2;-2.758676145E-2;-2.428108925E-1;2.457305722E-1
5.410305708E0;1.104246676E-3;-1.905234821E-2;-2.341359633E-1;2.349124532E-1
5.420300708E0;-2.032616414E-2;-4.414859779E-2;-3.049393129E-1;3.087883356E-1
5.430295708E0;-1.370733529E-2;-3.745730001E-2;-2.811294508E-1;2.839449039E-1
5.440291708E0;-1.087238587E-2;-2.558427282E-2;-2.700536549E-1;2.714806445E-1
5.450286708E0;-1.670425259E-2;-2.295408558E-2;-2.619739723E-1;2.635076551E-1
5.460281708E0;-6.465851068E-3;2.160845853E-2;-1.770992982E-1;1.785298130E-1
5.470276708E0;-5.433378965E-3;1.261756048E-3;-3.395267630E-1;3.395725790E-1
5.480271708E0;-2.044018485E-2;-3.115736369E-2;-2.805494070E-1;2.830133429E-1
5.490266708E0;-6.412034757E-2;4.128316976E-2;-2.369975907E-1;2.489650117E-1
5.500262708E0;-1.241817042E-2;2.245919187E-2;-2.943435735E-1;2.954602604E-1
5.510257708E0;6.209962294E-3;7.616656199E-3;-2.472015667E-1;2.473968303E-1
5.520252708E0;3.362075910E-3;-8.945253231E-3;-3.766934198E-1;3.768146144E-1
5.530247708E0;-2.058000639E-3;9.577300698E-3;-3.105339289E-1;3.106883986E-1
5.540242708E0;-1.879675180E-2;-1.177483052E-3;-3.100872016E-1;3.106586180E-1
5.550237708E0;-1.362547427E-3;-2.756121643E-2;-3.313424152E-1;3.324895086E-1
5.560233708E0;-3.135569394E-5;-2.849245861E-2;-4.123275214E-1;4.133107864E-1
5.570228708E0;2.133502811E-4;-3.531089678E-2;-4.030497444E-1;4.045936250E-1
5.580223708E0;-2.482859328E-2;-1.979724694E-2;-2.720674360E-1;2.739143657E-1
5.590218708E0;-3.727636524E-2;-3.687619641E-2;-3.395712018E-1;3.435956670E-1
5.600213708E0;-3.091430224E-2;-3.033754751E-2;-4.539363080E-1;4.559980621E-1
5.610208708E0;-1.338040285E-2;-3.446367178E-2;-3.897175080E-1;3.914671325E-1
5.620204708E0;-8.084652722E-3;2.693044804E-3;-2.388330317E-1;2.389850018E-1
5.630199708E0;-2.600300655E-2;-5.295823216E-3;-3.816425031E-1;3.825639846E-1
5.640194708E0;-2.031863585E-2;-2.469776183E-2;-5.681663436E-1;5.690657434E-1
5.650189708E0;2.434868306E-2;9.665082023E-3;-3.099451143E-1;3.110502307E-1
5.660184708E0;-8.839528263E-3;2.771583874E-2;-2.193799299E-1;2.213003810E-1
5.670179708E0;-5.317297116E-2;-1.495425403E-2;-5.543850410E-1;5.571299384E-1
5.680175708E0;-5.563991144E-3;-4.444764633E-2;-4.596420211E-1;4.618195955E-1
5.690170708E0;2.398907930E-2;2.641223855E-3;-2.363046956E-1;2.375339158E-1
5.700165708E0;-5.028020740E-2;-1.359378967E-2;-4.618873519E-1;4.648148192E-1
5.710160708E0;-1.146936467E-1;-3.205114715E-2;-5.301465780E-1;5.433574355E-1
5.720155708E0;8.064699098E-3;4.083951227E-3;-3.407839143E-1;3.409037904E-1
5.730150708E0;1.875428639E-2;-3.757234398E-2;-5.058829719E-1;5.076228773E-1
5.740146708E0;-5.842274755E-2;-4.694616158E-2;-4.603740925E-1;4.664348449E-1
5.750141708E0;-5.027041331E-2;2.495957091E-3;-4.236968476E-1;4.266759460E-1
5.760136708E0;2.780965000E-2;-3.190383386E-2;-6.006365168E-1;6.021257814E-1
5.770131708E0;2.297758408E-2;-4.067915238E-2;-3.373334724E-1;3.405534237E-1
5.780126708E0;-8.625410534E-2;1.276520267E-3;-4.855293989E-1;4.931330423E-1
5.790121708E0;-2.810318023E-2;-9.821166135E-3;-5.680154854E-1;5.687950736E-1
5.800117708E0;2.304014929E-2;-4.690855667E-3;-3.409359419E-1;3.417457668E-1
5.810112708E0;-3.880226925E-2;-2.872919776E-2;-5.651743233E-1;5.672327553E-1
5.820107708E0;-4.812850513E-2;-1.120377682E-2;-4.560553390E-1;4.587246994E-1
5.830102708E0;-5.856556579E-2;2.616197772E-2;-5.073985702E-1;5.114368813E-1
5.840097708E0;1.201156966E-2;-3.908648048E-2;-5.361347115E-1;5.376917887E-1
5.850092708E0;-2.884073339E-2;1.797141731E-3;-4.785063082E-1;4.793780393E-1
5.860088708E0;-4.636564270E-2;9.385804385E-3;-5.759542501E-1;5.778937310E-1
5.870083708E0;2.402474731E-4;-5.731733143E-3;-4.376360250E-1;4.376736236E-1
5.880078708E0;-3.628986686E-2;-3.811741412E-2;-5.756303144E-1;5.780312712E-1
5.890073708E0;-1.634589136E-2;-4.854862757E-2;-5.274194366E-1;5.299013299E-1
5.900068708E0;-3.765204884E-2;-1.579438929E-2;-4.944832402E-1;4.961661157E-1
5.910063708E0;1.968143553E-2;-2.917121071E-2;-4.751774883E-1;4.764787129E-1
5.920059708E0;-3.558052652E-2;-1.716395337E-2;-5.619963616E-1;5.633830718E-1
5.930054708E0;-1.941217124E-2;-4.943082623E-2;-5.323550713E-1;5.349973466E-1
5.940049708E0;-1.146880187E-2;-1.025206938E-2;-5.016741461E-1;5.019099393E-1
5.950044708E0;-2.012523919E-2;-3.144588724E-2;-5.723348236E-1;5.735512352E-1
5.960039708E0;-5.076538011E-2;-3.656201821E-2;-6.022643816E-1;6.055049879E-1
5.970034708E0;-1.250068925E-2;-1.727983788E-2;-5.988168633E-1;5.991965419E-1
5.980030708E0;-2.286889896E-2;-5.800109021E-3;-6.045009416E-1;6.049611692E-1
5.990025708E0;-5.908574872E-2;-2.071723323E-2;-6.245522135E-1;6.276828793E-1
6.000020708E0;-7.486453325E-2;-2.697718922E-2;-6.645033145E-1;6.692511651E-1
6.010015708E0;-9.005443007E-3;-6.161174588E-3;-6.309736258E-1;6.310679635E-1
6.020010708E0;-1.690861277E-2;-2.263639905E-2;-6.092447877E-1;6.098995975E-1
6.030005708E0;-6.859047085E-2;-5.190427154E-3;-6.361893421E-1;6.398972357E-1
6.040001708E0;-4.238230012E-2;-5.085930102E-2;-6.207719886E-1;6.242922310E-1
6.049996708E0;-2.103959754E-2;-2.681072630E-2;-6.276512378E-1;6.285758157E-1
6.059991708E0;-3.847972222E-2;-3.015087515E-2;-6.195674622E-1;6.214930446E-1
6.069986708E0;-6.269143425E-2;-5.918580920E-2;-7.267311376E-1;7.318273856E-1
6.079981708E0;-3.438330911E-2;-3.563505180E-2;-6.659703809E-1;6.678088178E-1
6.089976708E0;-3.193120614E-2;-2.520460580E-2;-6.481498218E-1;6.494251809E-1
6.099972708E0;-3.134524204E-2;-3.354313731E-2;-6.665463316E-1;6.681254961E-1
