"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
3.527702916E-1;-1.886253297E-2;-9.932628684E-3;2.671709776E-2;3.417975388E-2
3.627652917E-1;1.175158784E-2;4.302235097E-3;1.732237637E-2;2.136992669E-2
3.727602917E-1;-1.627280116E-3;3.092701994E-3;1.671894372E-2;1.708027884E-2
3.827552916E-1;-4.296241701E-4;2.137742043E-3;2.207206964E-2;2.217951254E-2
3.927502916E-1;-1.438853592E-3;8.023805134E-3;3.238655806E-2;3.339671977E-2
4.027452917E-1;7.786590904E-3;1.313295599E-2;2.416244924E-2;2.858197831E-2
4.127402917E-1;-5.659300759E-3;5.541771725E-3;1.443911433E-2;1.646896905E-2
4.227362917E-1;-2.115084082E-3;-8.701570518E-3;2.118621647E-2;2.300101473E-2
4.327312916E-1;1.358125471E-2;-9.417123534E-3;3.505230367E-2;3.875302166E-2
4.427262917E-1;8.965608850E-3;1.832078844E-3;3.194216967E-2;3.322711029E-2
4.527212917E-1;6.329684034E-3;1.025429863E-2;3.703217089E-2;3.894351321E-2
4.627162917E-1;-1.325271428E-2;1.016110864E-2;2.235858321E-2;2.790678784E-2
4.727112916E-1;1.919421628E-3;-4.076020941E-3;1.488350272E-2;1.555045914E-2
4.827062917E-1;7.311431542E-3;1.472438537E-3;2.404199660E-2;2.517226066E-2
4.927012917E-1;2.529213130E-3;3.542754874E-3;1.460868359E-2;1.524341390E-2
5.026962917E-1;7.462070435E-3;4.707374051E-4;7.854564786E-3;1.084427392E-2
5.126912916E-1;-7.704145163E-3;-1.585640632E-2;1.564890325E-2;2.357260374E-2
5.226862917E-1;-4.940020144E-3;-1.074707273E-2;2.359059155E-2;2.638975902E-2
5.326812917E-1;-1.061518148E-2;1.032764465E-3;8.788365126E-3;1.381969760E-2
5.426772917E-1;5.158852190E-3;-2.209114619E-3;2.388412178E-2;2.453457186E-2
5.526722916E-1;-5.891800672E-4;3.917524852E-3;1.264577329E-2;1.325178163E-2
5.626672916E-1;-8.512815088E-4;1.341358580E-2;1.624298036E-2;2.108277437E-2
5.726622917E-1;-2.949262485E-3;9.562207572E-3;2.373209417E-2;2.575550925E-2
5.826572917E-1;-7.864212692E-3;5.268560573E-3;1.805971026E-2;2.039011296E-2
5.926522916E-1;-1.398237370E-2;-2.446877025E-3;1.458120167E-2;2.034958043E-2
6.026472916E-1;6.235178411E-3;-2.966329046E-3;9.781222343E-3;1.197283878E-2
6.126422917E-1;1.182358168E-2;-6.826624274E-5;1.223237514E-3;1.188688580E-2
6.226372917E-1;2.579645365E-3;-5.035256669E-3;1.094598770E-2;1.232164870E-2
6.326322916E-1;1.440461576E-3;-4.721992090E-3;2.277899802E-2;2.330782893E-2
6.426272916E-1;-2.683798894E-3;4.567808323E-3;1.396490514E-2;1.493607127E-2
6.526232917E-1;7.054884955E-3;8.554841951E-4;7.523027658E-3;1.034887434E-2
6.626182917E-1;3.326305568E-2;-3.325896263E-3;1.934375882E-2;3.862218876E-2
6.726132917E-1;8.364149630E-3;6.648649648E-4;3.563936412E-2;3.661373130E-2
6.826082916E-1;-8.824910223E-3;1.473352164E-3;2.622417748E-2;2.770843358E-2
6.926032917E-1;-7.452349439E-3;-5.968947373E-3;3.637552857E-3;1.021751612E-2
7.025982917E-1;-8.321391866E-3;-2.422574535E-3;1.081617951E-2;1.386016483E-2
7.125932917E-1;-6.657055020E-3;7.676772885E-3;1.858011246E-2;2.117710562E-2
7.225882916E-1;-6.435299367E-3;-1.035468802E-3;2.307369769E-2;2.397667196E-2
7.325832917E-1;6.081689000E-3;6.261637062E-3;6.307391524E-3;1.076931881E-2
7.425782917E-1;7.510821596E-3;5.990728252E-3;2.940213919E-2;3.093197463E-2
7.525742917E-1;6.731899381E-3;-4.362095967E-3;3.659012139E-2;3.745908880E-2
7.625692916E-1;1.187255211E-2;-1.043344270E-2;2.087280571E-2;2.618183032E-2
7.725642917E-1;1.629911363E-5;6.448236331E-3;9.028685689E-3;1.109491698E-2
7.825592917E-1;9.359638095E-3;2.814813070E-3;2.908405066E-2;3.068237280E-2
7.925542917E-1;-7.984299883E-3;-1.836080533E-2;1.770010650E-2;2.672380937E-2
8.025492916E-1;-1.822650209E-3;-1.419206947E-2;9.316368699E-3;1.707429692E-2
8.125442917E-1;1.081588715E-3;-2.372361571E-3;3.192579746E-2;3.203208512E-2
8.225392917E-1;-2.839846462E-3;6.748892851E-3;2.460683763E-2;2.567311319E-2
8.325342917E-1;-2.654124275E-3;3.524957411E-3;1.637863576E-2;1.696258854E-2
8.425292916E-1;6.713626832E-3;3.750915751E-3;1.189206719E-2;1.416204139E-2
8.525242916E-1;1.108515143E-2;-1.640217081E-3;1.862630546E-2;2.173729858E-2
8.625202917E-1;7.545027807E-3;8.199842870E-3;3.358757615E-2;3.538771170E-2
8.725152917E-1;2.534621805E-3;-3.084771708E-3;8.863794208E-3;9.721469639E-3
8.825102916E-1;5.506103709E-3;-4.491173252E-3;1.259724140E-2;1.446299783E-2
8.925052916E-1;-5.608722344E-3;-5.306713656E-3;8.096054792E-3;1.118772002E-2
9.025002917E-1;7.925389186E-3;-6.411106512E-4;1.692885876E-2;1.870318356E-2
9.124952917E-1;1.241232321E-2;1.612954438E-2;2.306609631E-2;3.076154691E-2
9.224902916E-1;-4.561266750E-3;-2.403132543E-3;1.782932997E-2;1.855977391E-2
9.324852916E-1;-5.499891043E-3;5.016362853E-3;2.232934713E-2;2.353746888E-2
9.424802917E-1;3.786072135E-5;1.158538073E-2;2.817773223E-2;3.046649100E-2
9.524762917E-1;2.425644323E-3;-2.254306287E-2;1.500921786E-2;2.719099216E-2
9.624712917E-1;1.102053970E-2;-7.615230940E-3;1.785447299E-2;2.232098214E-2
9.724662916E-1;-3.172553033E-3;-6.972439215E-3;9.318707585E-3;1.206309713E-2
9.824612917E-1;1.425697356E-2;1.144095451E-2;2.459221959E-2;3.064202995E-2
9.924562917E-1;4.796982631E-3;7.054994591E-3;1.577403367E-2;1.793332454E-2
1.002451292E0;-7.915668190E-4;5.480266325E-3;1.501623452E-2;1.600459922E-2
1.012446292E0;-6.585572809E-3;4.627669193E-3;2.549619913E-2;2.673651551E-2
1.022441292E0;6.965495646E-3;7.718324661E-5;2.520033002E-2;2.614537665E-2
1.032436292E0;-1.152625076E-2;9.253949672E-4;2.520091474E-2;2.772718731E-2
1.042431292E0;9.527160823E-3;-2.953903712E-3;2.699425578E-2;2.877815466E-2
1.052427292E0;6.552901492E-3;1.691453308E-3;1.935194492E-2;2.050120252E-2
1.062422292E0;2.111656152E-2;-1.090067178E-3;3.508621752E-2;4.096510804E-2
1.072417292E0;7.692012191E-3;-1.613283344E-2;1.967821956E-2;2.658322199E-2
1.082412292E0;-1.264606565E-2;-9.998117499E-3;2.927291572E-2;3.341839201E-2
1.092407292E0;2.240536094E-2;6.908996925E-3;2.028048277E-2;3.100052288E-2
1.102402292E0;9.063842073E-3;-1.416038487E-2;6.808497906E-3;1.813905666E-2
1.112397292E0;3.563658670E-3;-6.174111553E-3;2.115405679E-2;2.232293518E-2
1.122392292E0;1.420581043E-3;1.755845770E-3;1.786441326E-2;1.800661840E-2
1.132387292E0;-1.007058643E-2;-1.066937786E-2;7.237683535E-3;1.635959650E-2
1.142383292E0;1.406189583E-2;7.419970483E-3;2.552426577E-2;3.007126567E-2
1.152378292E0;4.420202672E-3;-4.070575722E-3;1.563136160E-2;1.674655917E-2
1.162373292E0;1.294339657E-2;4.741032086E-3;8.438116908E-3;1.616201463E-2
1.172368292E0;7.524854913E-3;5.245537162E-3;1.220547795E-2;1.526803175E-2
1.182363292E0;-2.324092805E-2;4.296534061E-3;-1.115648746E-3;2.366105691E-2
1.192358292E0;-2.247063048E-2;-7.448475659E-3;5.142041445E-2;5.660802104E-2
1.202353292E0;-2.343447089E-2;1.722260825E-3;1.608685970E-2;2.847679166E-2
1.212348292E0;-1.677617334E-2;-2.562688440E-3;1.218793631E-2;2.089385449E-2
1.222343292E0;1.978997447E-2;-8.626141436E-3;5.770383239E-2;6.160994788E-2
1.232338292E0;5.332075953E-3;2.250008583E-3;9.212288260E-3;1.087933029E-2
1.242334292E0;4.717592061E-2;3.890616696E-2;7.570974827E-3;6.161636936E-2
1.252329167E0;2.875090554E-2;-2.885140456E-2;1.984428048E-2;4.530798586E-2
1.262324167E0;-1.806986980E-2;2.616373189E-3;-1.084541559E-2;2.123649318E-2
1.272319167E0;-8.225789890E-3;1.368979365E-3;3.946285844E-3;9.225556665E-3
1.282314167E0;-8.170899153E-3;-3.053116344E-2;3.686844885E-2;4.856128144E-2
1.292309167E0;-1.686658591E-2;-7.186154947E-3;4.584100127E-2;4.937124609E-2
1.302304167E0;-5.531539097E-3;-7.133968547E-4;4.702389300E-2;4.735349377E-2
1.312299167E0;-3.069568947E-3;9.850000218E-3;4.029608667E-2;4.159590555E-2
1.322294167E0;-3.811931446E-2;2.891016908E-2;2.440043092E-3;4.790442382E-2
1.332290167E0;-2.296296604E-2;1.432202384E-2;1.187452555E-2;2.955372283E-2
1.342285167E0;1.938198499E-2;-9.261989594E-3;8.895369172E-3;2.325023411E-2
1.352280167E0;1.604607537E-2;8.430954069E-4;-1.417715907E-2;2.142846668E-2
1.362275167E0;2.477099821E-3;-1.557782304E-2;-7.306095958E-3;1.738342982E-2
1.372270167E0;1.500541717E-3;-1.814431217E-2;4.073989034E-2;4.462293529E-2
1.382265167E0;-2.646391332E-2;1.118400592E-2;4.597782612E-2;5.421606027E-2
1.392260167E0;-3.451538309E-3;1.176616933E-2;2.981495261E-2;3.223797848E-2
1.402255167E0;2.891594321E-3;7.638656348E-4;2.682000875E-2;2.698624980E-2
1.412250167E0;-4.376787096E-3;5.194520205E-3;-1.225050151E-2;1.400764408E-2
1.422246167E0;-4.969475493E-3;-2.383215465E-2;-1.120326519E-2;2.679888865E-2
1.432241167E0;3.649101108E-2;-2.357520606E-2;1.483847916E-2;4.590822034E-2
1.442236167E0;1.544746667E-2;-1.882386826E-2;4.058201551E-2;4.732718274E-2
1.452231167E0;4.882498160E-3;1.096685495E-2;2.276496470E-2;2.573624513E-2
1.462226167E0;-3.491701372E-2;3.923024889E-2;2.097513199E-2;5.655233361E-2
1.472221167E0;-7.253427163E-2;4.286272198E-2;2.396656752E-2;8.759469079E-2
1.482216167E0;-5.081763960E-2;2.532732423E-2;1.363570690E-3;5.679582003E-2
1.492211167E0;-6.738916039E-4;-6.981136948E-3;-7.462801337E-3;1.024127955E-2
1.502206167E0;3.018296175E-2;-1.090381466E-2;1.094891131E-2;3.390845046E-2
1.512202167E0;3.756711803E-2;1.083576769E-2;2.202119887E-2;4.487354921E-2
1.522197167E0;2.632270306E-3;1.540606108E-2;2.696735859E-2;3.116911924E-2
1.532192167E0;-3.176770337E-2;3.146920301E-2;3.685909331E-2;5.794903343E-2
1.542187167E0;-5.649170458E-2;3.881549858E-2;3.176441431E-2;7.554424950E-2
1.552182167E0;1.931941979E-2;-2.256890025E-2;3.520374656E-2;4.606407506E-2
1.562177167E0;4.707154781E-2;-7.455221884E-2;1.349011123E-2;8.919499452E-2
1.572172167E0;2.081301793E-2;-7.093999173E-2;1.274517596E-2;7.502068817E-2
1.582167167E0;-1.196566902E-2;-4.539679561E-2;2.410748541E-2;5.277515646E-2
1.592163167E0;-1.262552731E-2;-2.749397345E-3;3.713508189E-2;3.931891952E-2
1.602158167E0;-2.648430549E-2;1.683084480E-3;3.265260637E-2;4.207664332E-2
1.612153167E0;8.745826632E-3;1.721347198E-2;2.321403086E-2;3.019411085E-2
1.622148167E0;4.586497486E-2;1.189129975E-2;1.810239494E-2;5.072174712E-2
1.632143167E0;1.271820568E-2;2.254412267E-2;1.256742060E-2;2.877377770E-2
1.642138167E0;1.684655920E-3;3.343872797E-2;-2.109675407E-3;3.354753827E-2
1.652133167E0;-1.705428153E-2;5.915671930E-2;-4.724550247E-4;6.156776080E-2
1.662128167E0;-2.995031565E-2;5.593245495E-2;-5.263663530E-3;6.366448836E-2
1.672123167E0;-1.748982601E-2;2.354041513E-2;2.677323103E-2;3.970958396E-2
1.682119167E0;1.199037351E-2;5.402936898E-3;3.545049906E-2;3.781135633E-2
1.692114167E0;-2.442988627E-2;-1.376507655E-3;1.763637185E-2;3.016215722E-2
1.702109167E0;-2.150488973E-2;-5.719728079E-2;4.712914288E-2;7.716958805E-2
1.712104167E0;4.203928784E-3;-8.325773623E-2;2.542720199E-2;8.715541440E-2
1.722099167E0;2.110983722E-2;-5.313280810E-2;1.240954578E-2;5.850399431E-2
1.732094167E0;-1.744078249E-3;-4.099910472E-2;-8.085529804E-3;4.182516215E-2
1.742089167E0;3.668681972E-2;1.596947685E-3;-7.331823707E-3;3.744634324E-2
1.752084167E0;3.683563136E-2;3.039919909E-2;6.886265874E-3;4.825345273E-2
1.762080167E0;7.049549371E-3;2.007016573E-2;1.721420288E-2;2.736487675E-2
1.772075167E0;-1.126568422E-2;1.746040720E-2;3.277247429E-2;3.880485191E-2
1.782070167E0;-1.396322407E-2;1.946516164E-2;1.764163435E-2;2.975048582E-2
1.792065167E0;1.632981151E-3;-4.510578699E-3;4.323138893E-2;4.349672328E-2
1.802060167E0;-2.715139970E-2;2.566562220E-2;3.349109709E-2;5.017545469E-2
1.812055167E0;9.086719304E-3;4.861598019E-2;1.477766812E-2;5.161842183E-2
1.822050167E0;-4.375288747E-2;1.173872396E-2;1.702475309E-2;4.839374981E-2
1.832045167E0;-3.775876053E-2;5.893774107E-3;5.531466007E-4;3.821997568E-2
1.842040167E0;-3.245168142E-2;-1.390047614E-2;2.285091877E-2;4.205352961E-2
1.852036167E0;3.552753612E-2;-4.647016168E-2;3.349109709E-2;6.740426792E-2
1.862031167E0;7.106903248E-2;-5.531579297E-2;5.520180881E-2;1.056308858E-1
1.872026167E0;6.902258009E-2;-4.495068960E-2;7.306680679E-3;8.269261539E-2
1.882021167E0;1.216140456E-2;1.189349245E-2;-3.770284653E-3;1.742325946E-2
1.892016167E0;-9.304381907E-3;1.366095956E-2;3.200064182E-2;3.601714059E-2
1.902011167E0;-3.364568286E-2;-1.102017425E-3;3.873078704E-2;5.131588723E-2
1.912006167E0;1.389239967E-2;3.677799974E-2;-9.332156181E-4;3.932544882E-2
1.922001167E0;6.696253292E-2;9.595719427E-3;2.884723842E-2;7.354061335E-2
1.931997167E0;-3.950532384E-2;3.340536229E-2;-2.311872125E-2;5.666625198E-2
1.941992167E0;-1.131645267E-1;3.173492242E-2;3.510609806E-2;1.226611329E-1
1.951987167E0;-8.385601602E-2;3.353517048E-2;4.529662549E-2;1.010357529E-1
1.961982167E0;3.157562234E-2;1.282064158E-2;2.179023385E-2;4.045000702E-2
1.971977167E0;3.438389383E-2;-3.599640973E-2;2.687321842E-2;5.656998795E-2
1.981972167E0;6.636874817E-2;-1.482992761E-2;3.688306689E-2;7.736341584E-2
1.991967167E0;-1.790380888E-2;-7.613257505E-3;-1.820355177E-2;2.664352378E-2
2.001962167E0;-1.666105628E-2;-1.160390910E-2;5.906857252E-3;2.114550698E-2
2.011958167E0;-2.997648194E-3;-1.203276582E-2;1.562376022E-3;1.249857459E-2
2.021953167E0;6.110552318E-2;-1.289935973E-2;1.022736490E-2;6.328410099E-2
2.031948167E0;3.914067686E-2;-1.748120137E-2;3.626501620E-2;5.614923317E-2
2.041943167E0;-4.773520678E-4;-1.280704681E-2;3.715847075E-2;3.930649134E-2
2.051938167E0;-5.590281688E-2;1.164703231E-2;4.224847198E-2;7.103317310E-2
2.061933167E0;-4.471892059E-2;1.972211022E-2;4.509898961E-2;6.650310033E-2
2.071928167E0;4.379155219E-2;-6.686839275E-3;4.600647748E-2;6.386712638E-2
2.081923167E0;4.711584046E-2;-1.615220234E-3;-6.834810376E-3;4.763639357E-2
2.091919167E0;-3.141738206E-2;1.872928955E-2;-1.147808433E-2;3.833516144E-2
2.101914167E0;-4.788679585E-2;2.184611131E-2;5.905687809E-5;5.263460158E-2
2.111909167E0;-1.572915629E-2;1.382175799E-2;3.359810114E-2;3.958888419E-2
2.121904167E0;-1.857346125E-2;1.185077123E-2;2.579323769E-2;3.392204817E-2
2.131899167E0;3.909996562E-2;-7.285667248E-3;3.429625869E-2;5.251782191E-2
2.141894167E0;8.629759401E-3;-1.337894104E-2;3.607673585E-2;3.943348426E-2
2.151889167E0;-1.844109491E-2;-5.667888857E-3;1.811584353E-2;2.646474508E-2
2.161884167E0;-1.454304859E-2;-4.993412532E-3;1.737967908E-2;2.320533723E-2
2.171880167E0;4.269366436E-2;-1.215855405E-4;-2.236559987E-3;4.275237958E-2
2.181875167E0;3.162364259E-2;-2.136696853E-2;-3.887813687E-3;3.836296665E-2
2.191870167E0;3.037328862E-2;-1.736308761E-2;3.038622558E-2;4.633935884E-2
2.201865167E0;-2.728361987E-2;1.022911906E-2;2.708313346E-2;3.978098676E-2
2.211860167E0;-1.322223566E-2;-3.634190708E-3;3.486519277E-2;3.746487055E-2
2.221855167E0;-2.506460153E-2;5.912485197E-3;3.306132674E-2;4.190755370E-2
2.231850167E0;-6.173124835E-3;4.701234475E-3;3.571479321E-3;8.541928374E-3
2.241845167E0;2.949920297E-3;-8.392216265E-4;9.244447947E-3;9.739925078E-3
2.251839083E0;-8.066160902E-3;-7.334893495E-3;-9.757833481E-3;1.463143631E-2
2.261835083E0;-8.639845848E-3;9.458273314E-3;6.720789671E-3;1.446633624E-2
2.271830083E0;7.679075226E-3;-1.644419767E-3;3.261167586E-2;3.354390727E-2
2.281825083E0;2.635442421E-2;-1.839132048E-3;3.500084817E-2;4.385199488E-2
2.291820083E0;1.607721180E-2;-1.558878656E-2;3.574519873E-2;4.218063819E-2
2.301815083E0;-2.419336639E-2;2.307399005E-2;3.214799166E-2;4.638126089E-2
2.311810083E0;6.897156313E-3;1.070267044E-2;4.441954315E-2;4.620837298E-2
2.321805083E0;2.447885670E-2;7.861289084E-3;7.057589293E-4;2.571988311E-2
2.331801083E0;1.254651681E-2;1.048910089E-2;-1.995128453E-2;2.579709433E-2
2.341796083E0;5.328713804E-3;-2.913897794E-2;3.839866519E-3;2.987004856E-2
2.351791083E0;-1.677631952E-2;-1.277401004E-2;6.911408901E-4;2.109734355E-2
2.361786083E0;-3.444010019E-2;1.975993440E-4;2.315672815E-2;4.150173015E-2
2.371781083E0;-6.572124213E-3;-1.829787467E-2;6.731022298E-2;7.006190942E-2
2.381776083E0;1.356027782E-2;1.065245748E-2;4.919671834E-2;5.213130614E-2
2.391771083E0;7.669134960E-3;4.455212876E-3;1.447478235E-2;1.697597941E-2
2.401766083E0;5.655426979E-3;1.557208546E-2;1.134359837E-4;1.656763615E-2
2.411762083E0;1.394458607E-2;5.747082084E-3;6.993269920E-3;1.662486864E-2
2.421757083E0;2.396481335E-3;1.010512155E-2;-2.174579501E-2;2.409846893E-2
2.431752083E0;3.638853863E-2;8.432890959E-3;-1.388128996E-3;3.737868772E-2
2.441747083E0;7.933356017E-3;-1.069126837E-2;-7.675639987E-3;1.536739426E-2
2.451742083E0;1.191457897E-2;-5.443867408E-3;4.246364951E-2;4.443820895E-2
2.461737083E0;-8.144659773E-3;-7.710284740E-3;4.291388512E-2;4.435521964E-2
2.471732083E0;1.158084914E-2;7.896920554E-3;3.872318566E-2;4.118206562E-2
2.481727083E0;-2.152754769E-2;1.171153441E-2;2.750120938E-2;3.683628462E-2
2.491723083E0;2.410375781E-2;-9.604270980E-3;5.784650445E-3;2.658374207E-2
2.501718083E0;-3.272109188E-2;-1.462289963E-2;6.376973391E-3;3.640281359E-2
2.511713083E0;4.110738784E-3;3.032877669E-3;2.397358418E-4;5.114097533E-3
2.521708083E0;-3.194874778E-2;5.958714746E-3;2.643058419E-2;4.189038729E-2
2.531703083E0;-4.148087874E-3;3.488317296E-2;1.594418764E-2;3.857796662E-2
2.541698083E0;9.558735788E-3;1.573229916E-2;4.707359433E-2;5.054500915E-2
2.551693083E0;3.807662979E-2;5.358973145E-3;3.120658994E-2;4.952170822E-2
2.561689083E0;2.963193476E-2;7.494120486E-3;1.234873474E-2;3.296520361E-2
2.571684083E0;3.671759069E-3;-1.573222607E-2;5.168353915E-3;1.696162239E-2
2.581679083E0;3.611313477E-3;-8.579327166E-4;-9.359053373E-3;1.006824283E-2
2.591674083E0;-8.800205737E-3;-1.881498780E-2;1.803281307E-2;2.750690339E-2
2.601669083E0;8.593652844E-3;-8.790996373E-3;1.816496015E-2;2.193395230E-2
2.611664083E0;-3.805587217E-3;-1.105993532E-2;3.238480389E-2;3.443225503E-2
2.621659083E0;-2.160524257E-2;1.609007567E-3;3.567912519E-2;4.174177028E-2
2.631654083E0;-1.841120102E-2;-7.359086350E-3;2.910510063E-2;3.521697542E-2
2.641650083E0;-7.291770279E-3;2.709380463E-3;1.518931210E-2;1.706534085E-2
2.651645083E0;7.463239878E-4;5.642416924E-3;2.913667560E-3;6.394007107E-3
2.661640083E0;8.882724568E-3;-8.075699173E-3;1.923032284E-2;2.266991463E-2
2.671635083E0;5.006678402E-4;5.694895685E-3;5.153735876E-3;7.696979838E-3
2.681630083E0;1.361794598E-2;-4.586629048E-3;1.144241631E-2;1.836884618E-2
2.691625083E0;-1.812022895E-2;4.347624108E-3;3.254443288E-2;3.750179521E-2
2.701620083E0;-7.717959210E-3;7.800368406E-3;1.620965123E-2;1.957461199E-2
2.711615083E0;1.821195714E-2;1.171573710E-2;3.385420918E-2;4.018757716E-2
2.721611083E0;8.371751010E-3;-6.695427373E-3;1.618801653E-2;1.941563396E-2
2.731606083E0;-1.654981300E-3;5.278208479E-3;5.565964580E-3;7.847191189E-3
2.741601083E0;-1.716355138E-2;3.638503030E-3;1.695809484E-2;2.440088483E-2
2.751596083E0;-1.545404479E-2;-1.209752373E-2;1.486829996E-2;2.462202113E-2
2.761591083E0;-1.317363068E-2;-6.308560967E-3;1.816554487E-2;2.330942958E-2
2.771586083E0;2.334544703E-2;1.986701153E-3;2.282752991E-3;2.354076974E-2
2.781581083E0;6.210620105E-3;1.537507083E-2;2.877590239E-2;3.321170221E-2
2.791577083E0;5.185749382E-4;5.097200610E-3;3.865945101E-2;3.899748102E-2
2.801572083E0;2.095561691E-2;4.969621673E-3;2.279010773E-2;3.135640333E-2
2.811567083E0;6.865142807E-3;1.886713766E-2;6.176998615E-3;2.100605582E-2
2.821562083E0;1.192766212E-2;2.938847132E-3;7.213125229E-3;1.424552988E-2
2.831557083E0;-1.215884641E-2;-1.637779523E-2;1.078928232E-2;2.307549210E-2
2.841552083E0;-1.905826852E-3;1.008458320E-2;7.332993150E-3;1.261363480E-2
2.851547083E0;-8.808976561E-3;-1.010994550E-2;3.398811042E-2;3.653766161E-2
2.861542083E0;-1.730483472E-3;-1.245358262E-2;3.907284915E-2;4.104599657E-2
2.871538083E0;-2.155532196E-2;-6.885827333E-4;1.541267574E-2;2.650767105E-2
2.881533083E0;1.953247771E-2;-1.517878711E-2;3.294555187E-2;4.119857585E-2
2.891528083E0;1.645428412E-2;-3.180629499E-3;3.746311069E-2;4.104076671E-2
2.901523083E0;2.272337638E-2;-1.401654337E-2;-3.691347241E-3;2.695257625E-2
2.911518083E0;2.468394779E-2;-1.401321776E-3;5.137363672E-3;2.525180165E-2
2.921513083E0;-1.216074675E-2;1.919955187E-2;-9.828000069E-3;2.476077823E-2
2.931508083E0;-1.317180343E-2;2.197222844E-2;1.681074500E-2;3.064108966E-2
2.941504083E0;-1.249308787E-2;-5.703629963E-3;3.596505404E-2;3.849797074E-2
2.951499083E0;3.858869970E-3;-6.459053680E-3;3.999495506E-2;4.069651929E-2
2.961494083E0;7.154945433E-3;-2.864697129E-3;2.846249163E-2;2.948750860E-2
2.971489083E0;7.717739940E-3;5.725410841E-3;3.310284197E-2;3.446943553E-2
2.981484083E0;3.205005080E-4;2.295858063E-2;8.856777549E-3;2.460978776E-2
2.991479083E0;-8.740125597E-3;1.434694760E-2;-1.224699318E-2;2.078974610E-2
3.001474083E0;2.743403949E-2;1.531488106E-2;-1.001101792E-2;3.297563622E-2
3.011470083E0;3.281947128E-2;3.430817239E-3;3.297829628E-3;3.316268811E-2
3.021465083E0;2.416274160E-2;-1.732018366E-3;2.918930054E-2;3.793221896E-2
3.031460083E0;2.229126714E-2;-1.146222375E-2;2.964362919E-2;3.882045744E-2
3.041455083E0;-8.493153825E-3;1.718021594E-2;2.858996093E-2;3.441917122E-2
3.051450083E0;-6.553632393E-3;1.296996485E-2;3.202461541E-2;3.516740078E-2
