"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.931273208E0,1.216038130E-2,7.489789892E-3,-2.117452204E-2,2.554079501E-2
2.941227208E0,7.040997818E-3,1.672502847E-2,-1.608510554E-2,2.424938861E-2
2.951182208E0,4.707374051E-4,-7.039426379E-3,-3.838872492E-2,3.903164509E-2
2.961136208E0,1.094635315E-3,-1.457528137E-3,-4.018557429E-2,4.022689394E-2
2.971091208E0,2.182447661E-2,-4.189091474E-3,-2.940330863E-2,3.685662525E-2
2.981045208E0,8.284262046E-3,-6.033961102E-3,-1.608276665E-2,1.907073851E-2
2.991000208E0,6.265145391E-3,-9.758655746E-3,-2.237378597E-2,2.520058943E-2
3.000954208E0,1.166362379E-2,-2.751626596E-3,-3.329930842E-2,3.539004818E-2
3.010908208E0,7.828837037E-3,1.559181981E-2,-3.165507138E-2,3.614469640E-2
3.020863208E0,1.260389261E-2,-5.385760702E-3,-2.836250424E-2,3.150073292E-2
3.030817208E0,1.263842773E-2,3.553718403E-3,-4.033467829E-2,4.241750868E-2
3.040772208E0,5.797660500E-3,4.026447516E-3,-1.713117242E-2,1.852841643E-2
3.050726208E0,9.963655472E-4,2.673584539E-3,-1.863566101E-2,1.885281570E-2
3.060681208E0,-2.469059899E-3,-6.473178361E-3,-3.944297791E-2,4.004680762E-2
3.070635208E0,-4.188068211E-3,5.127131045E-3,-2.013196349E-2,2.119253034E-2
3.080589208E0,1.704097912E-3,-5.359101053E-3,-3.524760067E-2,3.569337848E-2
3.090544208E0,-1.063389257E-3,-1.893383246E-3,-3.061134338E-2,3.068827204E-2
3.100498208E0,1.339268200E-3,-1.398452986E-3,-1.848772645E-2,1.858884987E-2
3.110453208E0,2.621635683E-3,-1.240706071E-3,-1.638857603E-2,1.664324937E-2
3.120407208E0,7.720992453E-3,-3.859144058E-3,-1.249842346E-2,1.518938136E-2
3.130362208E0,-3.766812868E-3,-6.840292141E-3,-2.507052183E-2,2.625851368E-2
3.140316208E0,5.316946283E-4,5.914933719E-3,-2.686269343E-2,2.751133291E-2
3.150271208E0,1.632721681E-2,-4.353416506E-3,-2.101840138E-2,2.696856394E-2
3.160225208E0,4.504146762E-3,4.834605809E-3,-2.401334524E-2,2.490585275E-2
3.170179208E0,5.976950750E-4,-4.273291379E-3,-1.638097465E-2,1.693973403E-2
3.180134208E0,1.453471631E-3,6.325938161E-3,-2.385897875E-2,2.472611859E-2
3.190088208E0,-1.000356272E-2,-1.692752486E-2,-4.406227827E-2,4.825035473E-2
3.200043208E0,1.533432305E-3,1.458105549E-2,-1.457067668E-2,2.067034622E-2
3.209997208E0,2.753570795E-2,1.613360088E-2,-1.531561196E-2,3.539881720E-2
3.219952208E0,7.045456320E-3,-8.947555572E-3,-3.567035437E-2,3.744424370E-2
3.229906208E0,-2.114700358E-2,2.658802047E-3,-3.147907019E-2,3.801574475E-2
3.239860208E0,-1.772035249E-3,-1.822513165E-2,-7.972678542E-3,1.997145803E-2
3.249815208E0,1.198518410E-2,3.229307570E-4,-2.473781526E-2,2.749015144E-2
3.259769208E0,4.812843204E-3,1.132126931E-2,-3.117150664E-2,3.351115374E-2
3.269724208E0,1.282170139E-2,-8.565184213E-3,-2.518103421E-2,2.952698581E-2
3.279678208E0,5.483226478E-4,-1.849403048E-2,-3.401149929E-2,3.871836650E-2
3.289633208E0,-8.666158319E-3,4.469885733E-3,-3.820395291E-2,3.942872299E-2
3.299587208E0,-1.380677450E-2,-1.702546572E-2,-1.470691681E-2,2.639672153E-2
3.309541208E0,7.441385910E-3,1.687120887E-2,-2.009804964E-2,2.727532790E-2
3.319496208E0,1.962935876E-2,2.807851229E-3,-2.384962320E-2,3.101612937E-2
3.329450208E0,-7.065263763E-3,-5.561231989E-3,-2.639667034E-2,2.788600829E-2
3.339405208E0,3.193712644E-3,-5.934083350E-3,-4.540830731E-2,4.590563711E-2
3.349359208E0,1.143788472E-2,-2.771909125E-3,-1.921278119E-2,2.253085991E-2
3.359314208E0,2.351092324E-3,7.448274661E-3,-3.028916180E-2,3.127998966E-2
3.369268208E0,9.000692144E-4,1.120925859E-2,-3.343087077E-2,3.527152851E-2
3.379223208E0,8.276770301E-3,-4.553720187E-3,-6.039004326E-3,1.121208577E-2
3.389177208E0,2.173084807E-2,-1.435255727E-2,-3.028740764E-2,3.994437031E-2
3.399131208E0,-8.766072616E-4,-1.251201823E-2,-2.236267626E-2,2.563997524E-2
3.409086208E0,1.395142000E-2,3.348919675E-3,-9.189484119E-3,1.703830982E-2
3.419040208E0,1.657521185E-2,1.147108594E-2,-2.879578292E-2,3.514997261E-2
3.428995208E0,-7.547293603E-3,-6.744909436E-3,-2.086520433E-2,2.319077825E-2
3.438949208E0,-1.396899819E-3,-1.466293478E-2,-2.894781053E-2,3.247966626E-2
3.448904208E0,6.604649350E-3,1.855674187E-2,-2.280706465E-2,3.013529923E-2
3.458858208E0,3.113203794E-3,5.414046608E-3,-3.253273845E-2,3.312677179E-2
3.468812208E0,-3.637954853E-3,-1.831064718E-2,-3.253624678E-2,3.751162313E-2
3.478767208E0,1.013808522E-2,-3.451191131E-3,-3.163869917E-2,3.340207745E-2
3.488721208E0,1.286296081E-2,-2.871750332E-3,-3.268476605E-2,3.524197274E-2
3.498676208E0,1.112725139E-3,-6.394843943E-4,-3.478333175E-2,3.480700023E-2
3.508630208E0,9.019403234E-3,7.277133968E-3,-4.391492844E-2,4.541835811E-2
3.518585208E0,1.329474114E-2,2.100941129E-3,-3.089025557E-2,3.369528134E-2
3.528539208E0,-3.857810162E-3,7.168065123E-3,-2.385839403E-2,2.520886396E-2
3.538493208E0,2.989754453E-4,7.897304278E-3,-2.864960253E-2,2.971963200E-2
3.548448208E0,1.546259634E-3,-6.210071929E-3,-2.355667770E-2,2.441050955E-2
3.558402208E0,3.189729229E-3,4.545570631E-3,-1.711947799E-2,1.799758627E-2
3.568357208E0,-2.215309013E-2,-8.373724446E-3,-1.098282516E-2,2.610557626E-2
3.578311208E0,-1.803683303E-3,-2.817751296E-2,-2.939395308E-2,4.075818921E-2
3.588266208E0,1.436953247E-2,-2.585017495E-4,-3.732453167E-2,3.999588668E-2
3.598220208E0,1.284527298E-2,-1.131843707E-2,-1.801644087E-2,2.485357514E-2
3.608175208E0,1.212723490E-2,-2.352298312E-3,-4.421021283E-2,4.590366055E-2
3.618129208E0,1.078131549E-2,-6.338710673E-3,-3.163343668E-2,3.401603053E-2
3.628083208E0,6.163952015E-3,2.819454297E-4,-2.654402018E-2,2.725176700E-2
3.638038208E0,-3.793527335E-3,1.040347572E-3,-2.909282148E-2,2.935754476E-2
3.647992208E0,-3.687034920E-3,8.718545716E-3,-3.134166062E-2,3.273999017E-2
3.657947208E0,1.144552264E-2,1.331076616E-2,-3.104462206E-2,3.566433854E-2
3.667901208E0,7.122712657E-3,-3.793253247E-3,-2.640193284E-2,2.760767761E-2
3.677856208E0,3.586133905E-3,9.932939317E-3,-2.416011035E-2,2.636730119E-2
3.687809250E0,-1.928265542E-3,-1.805876009E-4,-3.089668751E-2,3.095732739E-2
3.697764250E0,8.894126639E-3,-5.847124290E-3,-2.341049731E-2,2.571664316E-2
3.707718250E0,1.122928530E-2,-9.158329424E-3,-2.296377003E-2,2.715338985E-2
3.717672250E0,-5.840966441E-3,-2.951016650E-5,-3.044879079E-2,3.100397749E-2
3.727627250E0,5.056343190E-3,9.506311845E-3,-3.404132009E-2,3.570361389E-2
3.737581250E0,1.076033860E-2,8.640521932E-3,-2.939687669E-2,3.247491132E-2
3.747536250E0,-1.153531395E-2,-1.144015051E-2,-2.490504563E-2,2.973553109E-2
3.757490250E0,-7.086277194E-3,-3.224373981E-3,-3.239065111E-2,3.331315343E-2
3.767445250E0,1.423387706E-2,-3.142805323E-3,-2.939629197E-2,3.281192562E-2
3.777399250E0,1.213395920E-2,-2.488995250E-3,-2.221298754E-2,2.543314528E-2
3.787354250E0,8.520124108E-3,6.134058125E-3,-3.059964895E-2,3.235054404E-2
3.797308250E0,1.685978852E-2,5.455543566E-3,-2.820872247E-2,3.331287211E-2
3.807262250E0,-7.831687555E-3,-6.378215924E-4,-2.671534359E-2,2.784693394E-2
3.817217250E0,-9.837172888E-3,1.645077579E-4,-2.611658871E-2,2.790830054E-2
3.827171250E0,-6.093200706E-3,-4.755394310E-3,-3.075810850E-2,3.171438330E-2
3.837126250E0,6.131499968E-3,-7.595167682E-3,-1.145060241E-2,1.504653314E-2
3.847080250E0,9.313262366E-3,-6.090697367E-3,-2.792162418E-2,3.005745411E-2
3.857035250E0,1.634040959E-3,-3.110517729E-3,-2.956995428E-2,2.977797183E-2
3.866989250E0,-2.086725086E-3,2.404301986E-3,-2.732286930E-2,2.750771304E-2
3.876943250E0,-6.761793271E-3,1.064268166E-2,-2.238489568E-2,2.569186789E-2
3.886898250E0,4.123968109E-3,-4.319520928E-3,-3.316482246E-2,3.369823175E-2
3.896852250E0,8.887731247E-3,1.365873031E-2,-2.223930001E-2,2.757062106E-2
3.906807250E0,2.358781412E-2,6.782459524E-3,-3.511136055E-2,4.283916867E-2
3.916761250E0,7.611466795E-3,1.548963971E-3,-2.508046210E-2,2.625572881E-2
3.926716250E0,-2.582897879E-2,-2.610723317E-2,-3.346712351E-2,4.968673993E-2
3.936670250E0,-1.389956251E-2,-1.386930317E-2,-2.837887645E-2,3.450965136E-2
3.946625250E0,1.713676382E-2,5.172848962E-3,-3.167027414E-2,3.637902286E-2
3.956579250E0,2.674940363E-2,1.334721990E-2,-2.239366651E-2,3.735177603E-2
3.966533250E0,1.384218670E-2,5.462121684E-3,-2.988102615E-2,3.338138148E-2
3.976488250E0,-1.165869020E-2,-2.411903366E-3,-2.389347732E-2,2.669532906E-2
3.986442250E0,-2.071500398E-2,-1.715836197E-2,-4.170760453E-2,4.962907465E-2
3.996397250E0,8.574941754E-3,-5.161903705E-3,-2.539445758E-2,2.729566544E-2
4.006351250E0,1.858449787E-2,1.315477341E-2,-1.251654983E-2,2.598260272E-2
4.016306250E0,1.430762507E-2,1.225411948E-3,-1.460634470E-2,2.048304360E-2
4.026260250E0,1.007361967E-2,3.201277480E-3,-4.305012524E-2,4.432876351E-2
4.036215250E0,1.303369951E-2,6.826185733E-3,-3.152175486E-2,3.478642212E-2
4.046169250E0,-3.655131049E-3,-8.204210009E-3,-1.909934521E-2,2.110578196E-2
4.056123250E0,-1.040325645E-2,-8.422000520E-4,-1.790358961E-2,2.072379228E-2
4.066078250E0,2.577927746E-3,1.179452833E-2,-2.927642405E-2,3.166805354E-2
4.076032250E0,3.316262975E-2,9.158914145E-3,-2.762926340E-2,4.412507129E-2
4.085987250E0,1.244565234E-2,1.035943888E-3,-4.095331371E-2,4.281519994E-2
4.095941250E0,-2.292291261E-3,-7.634800840E-3,-1.580911696E-2,1.770516767E-2
4.105896250E0,-6.208354309E-3,-1.725878790E-3,-3.691873491E-2,3.747686364E-2
4.115850250E0,2.255709618E-3,3.212204464E-3,-2.868877888E-2,2.895604457E-2
4.125805250E0,6.737746596E-3,9.718236867E-3,-2.465010703E-2,2.733988174E-2
4.135759250E0,1.433857877E-2,4.191083182E-3,-3.498038292E-2,3.803665612E-2
4.145713250E0,-9.429731593E-4,-1.247565586E-2,-2.794384360E-2,3.061681863E-2
4.155668250E0,-2.438946739E-3,2.125828341E-4,-2.928987265E-2,2.939201069E-2
4.165622250E0,5.039678626E-3,1.029245172E-2,-1.103018761E-2,1.590590965E-2
4.175577250E0,1.702234112E-3,-2.822085544E-3,-3.692984462E-2,3.707661246E-2
4.185531250E0,4.009910859E-3,3.100833278E-3,-3.078792930E-2,3.120242206E-2
4.195486250E0,1.032179743E-2,5.191030148E-3,-3.033710897E-2,3.246269362E-2
4.205440250E0,1.044382151E-2,7.083426677E-3,-2.450392663E-2,2.756248831E-2
4.215395250E0,-1.208988581E-2,3.372582626E-3,-2.555642545E-2,2.847227659E-2
4.225349250E0,1.701722480E-3,-8.824508227E-3,-2.196506560E-2,2.373250749E-2
4.235303250E0,-1.517937183E-3,2.498771064E-3,-2.435482264E-2,2.452968356E-2
4.245258250E0,-2.162702344E-3,-1.831841301E-3,-3.259062588E-2,3.271363354E-2
4.255212250E0,2.607967816E-3,2.912278846E-4,-1.882101774E-2,1.900307919E-2
4.265167250E0,7.216450833E-3,4.013821185E-3,-3.214389861E-2,3.318762029E-2
4.275121250E0,1.819470786E-3,1.163753059E-2,-3.004825652E-2,3.227445293E-2
4.285076250E0,-4.902561419E-3,-2.664174177E-3,-1.777085781E-2,1.862622667E-2
4.295030250E0,-1.051804461E-2,7.252374664E-5,-1.672069788E-2,1.975389226E-2
4.304985250E0,1.284012012E-3,-4.487573560E-3,-2.884899259E-2,2.922415741E-2
4.314939250E0,8.015655577E-3,-5.915956981E-3,-3.708421111E-2,3.839906242E-2
4.324894250E0,1.011148039E-2,-4.178785756E-3,-3.035114229E-2,3.226292182E-2
4.334848250E0,1.127993681E-2,1.142856572E-2,-3.020379245E-2,3.420699003E-2
4.344802250E0,5.911206119E-3,-1.080857813E-3,-2.691181004E-2,2.757455586E-2
4.354757250E0,3.706038371E-3,-1.463046446E-3,-2.316549897E-2,2.350564970E-2
4.364711250E0,2.881252058E-3,-1.807953598E-2,-2.570669889E-2,3.155955644E-2
4.374666250E0,-3.487937227E-3,8.449190073E-3,-3.035172701E-2,3.169829414E-2
4.384620250E0,1.117329821E-3,7.848297302E-3,-3.888573825E-2,3.968557466E-2
4.394575250E0,8.859883882E-3,-3.782033902E-3,-3.529671729E-2,3.658769703E-2
4.404529250E0,1.568468090E-2,-1.071027182E-2,-2.257902324E-2,2.950476958E-2
4.414484250E0,1.458211530E-2,-6.994548999E-3,-2.003606915E-2,2.574890036E-2
4.424438250E0,9.080908634E-3,-5.559313372E-3,-2.467291117E-2,2.687231684E-2
4.434392250E0,4.113406576E-3,-5.663594808E-3,-2.018517315E-2,2.136440112E-2
4.444347250E0,1.268937159E-2,-1.181175934E-2,-3.320516825E-2,3.745825688E-2
4.454301250E0,1.765321914E-2,8.483725190E-3,-3.350162208E-2,3.880680895E-2
4.464256250E0,5.897099711E-3,3.852821756E-3,-2.302750468E-2,2.408082209E-2
4.474210250E0,1.488299109E-3,-8.258680478E-3,-2.812101424E-2,2.934641851E-2
4.484165250E0,-2.084897831E-4,4.964815993E-3,-2.662763536E-2,2.708733709E-2
4.494119250E0,1.332430612E-2,-1.450548023E-3,-2.124410391E-2,2.511878130E-2
4.504074250E0,5.669423752E-3,2.558613662E-3,-3.516515493E-2,3.571102058E-2
4.514028250E0,4.423455186E-3,-5.065333284E-3,-3.486811638E-2,3.551070398E-2
4.523983250E0,2.592436150E-3,2.989864089E-3,-1.750539422E-2,1.794711228E-2
4.533937250E0,-4.968306050E-3,9.516434837E-3,-1.900403559E-2,2.182658851E-2
4.543891250E0,7.626450285E-3,-2.158152480E-3,-2.708605707E-2,2.822188607E-2
4.553846250E0,1.631884798E-3,-2.207086366E-3,-2.109733880E-2,2.127514941E-2
4.563800250E0,3.150223978E-3,-9.530303702E-3,-3.067683220E-2,3.227721539E-2
4.573755250E0,-8.363345638E-4,-7.105755731E-3,-3.592119992E-2,3.662681837E-2
4.583709250E0,-3.186951801E-3,5.558874831E-3,-2.080614746E-2,2.177047365E-2
4.593664250E0,2.028764561E-3,-4.158064686E-3,-2.514828980E-2,2.557033178E-2
4.603618250E0,3.223277628E-5,1.383122317E-3,-2.769592166E-2,2.773045515E-2
4.613573250E0,-8.367804140E-3,-6.043773461E-3,-3.847117066E-2,3.983187563E-2
4.623527250E0,-3.517831117E-3,3.928122930E-3,-2.649899662E-2,2.701855117E-2
4.633481250E0,-1.395109110E-3,-3.544381130E-3,-3.219301522E-2,3.241757542E-2
4.643436250E0,-6.830461510E-3,-1.045520531E-2,-2.036936045E-2,2.389304015E-2
4.653390250E0,2.939066403E-3,1.339341290E-2,-2.516583145E-2,2.865904208E-2
4.663345250E0,9.362159707E-3,1.698798873E-4,-1.708205581E-2,1.948013152E-2
4.673299250E0,1.168862063E-2,4.352448061E-3,-1.019929826E-2,1.611190062E-2
4.683254250E0,1.502807513E-3,-9.161508847E-3,-4.148307145E-2,4.250925654E-2
4.693209000E0,-5.929442123E-4,-2.708905376E-3,-2.307194352E-2,2.323799322E-2
4.703164000E0,4.380989783E-3,-1.159566818E-2,-1.453617811E-2,1.910374482E-2
4.713118000E0,1.425503667E-2,-1.433079466E-3,-3.669010878E-2,3.938811838E-2
4.723073000E0,4.702221192E-3,-4.935415462E-4,-2.830754042E-2,2.869967442E-2
4.733027000E0,-3.652317077E-3,5.058426261E-3,-1.378656507E-2,1.513262940E-2
4.742981000E0,2.262251191E-3,1.939572595E-2,-1.453734756E-2,2.434433075E-2
4.752936000E0,9.039429948E-4,-5.462761223E-4,-3.249999404E-2,3.251715152E-2
4.762890000E0,8.752185479E-4,-7.145955339E-3,-4.761913955E-2,4.816028589E-2
4.772845000E0,-3.161991499E-3,-5.194063392E-3,-3.908688247E-2,3.955705836E-2
4.782799000E0,4.315537512E-3,7.636299189E-3,-3.414656997E-2,3.525514388E-2
4.792754000E0,1.602140743E-2,7.225331292E-4,-3.144983411E-2,3.530296894E-2
4.802708000E0,8.990422972E-3,-9.912053794E-3,-3.085049450E-2,3.362780883E-2
4.812663000E0,-5.897940248E-3,3.521047086E-3,-3.548558235E-2,3.614429452E-2
4.822617000E0,4.368016273E-3,-3.910946734E-3,-2.769475222E-2,2.830855650E-2
4.832572000E0,-7.179211378E-3,-8.002005983E-3,-3.353202760E-2,3.521320847E-2
4.842526000E0,-1.675749879E-2,-2.269669846E-3,-3.024004519E-2,3.464715717E-2
4.852480000E0,7.546708882E-3,-3.672234155E-4,-3.113466918E-2,3.203834099E-2
4.862435000E0,1.865320265E-2,5.833054427E-3,-2.244863033E-2,2.976419824E-2
4.872389000E0,1.763582367E-2,1.326038875E-2,-1.211660028E-2,2.517284626E-2
4.882344000E0,1.140440941E-2,-2.460471801E-3,-3.741165519E-2,3.918860063E-2
4.892298000E0,-5.631489940E-3,4.560280032E-4,-1.869647205E-2,1.953150551E-2
4.902253000E0,-5.825288594E-3,3.856531084E-3,-2.139203846E-2,2.250391363E-2
4.912207000E0,-7.997565754E-3,-4.007115159E-3,-4.818047225E-2,4.900383594E-2
4.922162000E0,2.607127279E-4,-1.461643115E-2,-4.173567116E-2,4.422187556E-2
4.932116000E0,1.160982940E-2,1.786708105E-3,-1.494080544E-2,1.900547636E-2
4.942071000E0,9.769637547E-3,1.518976891E-2,-1.733582497E-2,2.503409125E-2
4.952025000E0,4.006110169E-3,1.322638353E-2,-5.116839945E-2,5.300180415E-2
4.961979000E0,-4.771693423E-3,6.112715788E-4,-4.877688825E-2,4.901354444E-2
4.971934000E0,-9.065742418E-3,-1.828243436E-2,-2.931443095E-2,3.571793602E-2
4.981888000E0,1.086493067E-2,-7.847328857E-4,-5.191567361E-2,5.304620336E-2
4.991843000E0,1.326711304E-2,1.461195437E-2,-6.314115822E-2,6.615384615E-2
5.001797000E0,5.850723982E-3,4.324746877E-4,-7.795858741E-2,7.817902120E-2
5.011752000E0,4.683985189E-3,-1.231668469E-2,-9.082947850E-2,9.178036067E-2
5.021706000E0,2.783603556E-3,-1.684584657E-2,-1.168718076E-1,1.181124481E-1
5.031661000E0,4.163071364E-3,-1.450414633E-2,-1.007025021E-1,1.018267910E-1
5.041615000E0,7.325245589E-3,-1.305463985E-3,-1.026484555E-1,1.029177773E-1
5.051570000E0,2.127849285E-2,-7.014246807E-3,-1.104299301E-1,1.126798268E-1
5.061524000E0,2.536551386E-2,-1.112160517E-2,-1.421598458E-1,1.448327351E-1
5.071478000E0,1.714681372E-2,-6.928091738E-3,-1.466499227E-1,1.478114052E-1
5.081433000E0,1.046264224E-2,9.313189276E-3,-1.312390012E-1,1.319843847E-1
5.091387000E0,9.645968936E-3,-5.618297160E-3,-1.123823154E-1,1.129353567E-1
5.101342000E0,-1.247503459E-2,-4.873562884E-3,-1.197153085E-1,1.204621650E-1
5.111296000E0,-7.740982622E-4,-1.784866232E-2,-1.294456601E-1,1.306726938E-1
5.121251000E0,1.566527545E-2,-4.818434604E-3,-1.276435483E-1,1.286914666E-1
5.131205000E0,1.221651457E-2,-2.111758478E-3,-1.445589584E-1,1.450896110E-1
5.141160000E0,4.499322809E-3,-9.029416591E-3,-1.616193795E-1,1.619339313E-1
5.151114000E0,5.821597539E-3,-1.550621292E-2,-1.653615975E-1,1.661890236E-1
5.161069000E0,2.042001195E-2,-1.892487891E-3,-1.584788400E-1,1.598001913E-1
5.171023000E0,4.527023993E-3,-1.404775288E-3,-1.650750840E-1,1.651431218E-1
5.180978000E0,-7.657513618E-3,-1.566911269E-2,-1.777974558E-1,1.786507596E-1
5.190932000E0,1.048709091E-2,-2.732513510E-3,-1.959103757E-1,1.962098902E-1
5.200886000E0,1.033334568E-2,-1.441356931E-3,-1.644739902E-1,1.648045782E-1
5.210841000E0,6.454850994E-3,1.430009678E-3,-1.695634067E-1,1.696922477E-1
5.220795000E0,7.699723206E-3,-6.618646123E-3,-1.759988523E-1,1.762914865E-1
5.230750000E0,1.329759166E-2,1.172037832E-3,-1.839300156E-1,1.844138017E-1
5.240704000E0,1.027523898E-2,-4.806575719E-3,-1.833254135E-1,1.836760489E-1
5.250659000E0,-2.975611500E-3,-8.274157327E-3,-1.806339401E-1,1.808478263E-1
5.260613000E0,7.111602947E-3,7.740982622E-4,-2.002425778E-1,2.003703174E-1
5.270568000E0,9.554131106E-3,-1.826231629E-3,-1.964962667E-1,1.967368785E-1
5.280522000E0,-8.838066459E-3,-1.175215429E-2,-2.066774386E-1,2.071998750E-1
5.290477000E0,4.622991420E-3,-1.198635355E-2,-2.156616855E-1,2.160439939E-1
5.300431000E0,1.060593557E-2,-1.505389424E-2,-2.217965841E-1,2.225597231E-1
5.310385000E0,1.358333778E-2,-1.180245861E-2,-2.262866610E-1,2.270010089E-1
5.320340000E0,3.239174746E-3,-9.050210752E-3,-2.521851486E-1,2.523682780E-1
5.330294000E0,8.200756498E-3,-7.069137543E-3,-2.563770175E-1,2.566055343E-1
5.340249000E0,2.742895972E-2,-2.371449770E-2,-2.640111423E-1,2.664894153E-1
5.350203000E0,1.520071417E-2,-2.433508828E-2,-2.773305148E-1,2.788108188E-1
5.360158000E0,1.397952318E-2,-4.941317495E-3,-2.979799569E-1,2.983486189E-1
5.370112000E0,1.571194354E-2,-1.591122396E-2,-2.720826387E-1,2.729999900E-1
5.380067000E0,1.020412222E-2,-1.232052192E-2,-2.800190645E-1,2.804756600E-1
5.390021000E0,1.079604317E-2,-2.749865122E-2,-2.848050106E-1,2.863330655E-1
5.399976000E0,2.056067403E-2,-2.388397560E-2,-2.743262154E-1,2.761305091E-1
5.409930000E0,1.362320848E-2,-2.821678067E-2,-2.836022383E-1,2.853278957E-1
5.419885000E0,1.721847866E-2,-2.392936461E-2,-2.849523604E-1,2.864732766E-1
5.429839000E0,2.770249978E-2,-1.114230797E-2,-2.978314376E-1,2.993244807E-1
5.439793000E0,1.682719029E-2,-3.477065060E-3,-2.997762215E-1,3.002682589E-1
5.449748000E0,1.257542398E-2,-3.090417925E-2,-3.117577511E-1,3.135380439E-1
5.459702000E0,2.004052766E-2,-1.739384031E-2,-3.343625021E-1,3.354138507E-1
5.469657000E0,2.028048277E-2,-2.389011517E-2,-3.409546530E-1,3.423917508E-1
5.479611000E0,8.745936267E-3,-1.774326626E-2,-3.403611606E-1,3.409355285E-1
5.489566000E0,1.810941160E-2,-2.197155235E-2,-3.417147911E-1,3.428989623E-1
5.499520000E0,1.348718762E-2,-2.307185216E-2,-3.283948338E-1,3.294804720E-1
5.509475000E0,2.028388146E-2,-2.345438797E-2,-3.216576719E-1,3.231488853E-1
5.519429000E0,1.544187527E-2,-2.599224402E-2,-3.248087364E-1,3.262127581E-1
5.529384000E0,2.338571973E-2,-2.659693748E-2,-3.192737621E-1,3.212320410E-1
5.539338000E0,1.031266116E-2,-1.983786682E-2,-3.364885497E-1,3.372305384E-1
5.549293000E0,2.438040420E-2,-1.917477429E-2,-3.345490283E-1,3.359838216E-1
5.559247000E0,1.722940564E-2,-2.415269170E-2,-3.406880200E-1,3.419773851E-1
5.569201000E0,6.579433233E-3,-2.835696766E-2,-3.611936206E-1,3.623647859E-1
5.579156000E0,2.755208015E-3,-3.622865383E-2,-3.739200854E-1,3.756811638E-1
5.589110000E0,6.674706303E-3,-4.024285873E-2,-3.670384973E-1,3.692983860E-1
5.599065000E0,1.819774110E-2,-3.359035358E-2,-3.564176148E-1,3.584591829E-1
5.609019000E0,1.477664486E-2,-3.624966726E-2,-3.562720191E-1,3.584161537E-1
5.618974000E0,1.714118578E-2,-4.219401978E-2,-3.682471168E-1,3.710526844E-1
5.628928000E0,6.287218630E-3,-3.309577050E-2,-3.838147438E-1,3.852903018E-1
5.638883000E0,2.485150706E-2,-1.789788857E-2,-3.956471694E-1,3.968307126E-1
5.648837000E0,2.294312205E-2,-2.122457055E-2,-4.118199831E-1,4.130043193E-1
5.658792000E0,1.438272525E-2,-3.185506443E-2,-4.320379007E-1,4.334493691E-1
5.668746000E0,2.711269844E-2,-2.968077729E-2,-4.130338651E-1,4.149855668E-1
5.678701000E0,2.022869837E-2,-3.508499326E-2,-4.052588224E-1,4.072773872E-1
5.688654708E0,2.052581001E-2,-3.064704794E-2,-4.299650627E-1,4.315443263E-1
5.698608708E0,2.405672427E-2,-2.838923698E-2,-4.332628924E-1,4.348579178E-1
5.708563708E0,2.363382440E-2,-2.649424575E-2,-4.690449286E-1,4.703867002E-1
5.718517708E0,3.147958182E-2,-3.612523120E-2,-4.852159882E-1,4.875762008E-1
5.728472708E0,2.172291778E-2,-2.821743848E-2,-4.938996881E-1,4.951817958E-1
5.738426708E0,1.310317174E-2,-3.600790316E-2,-4.745956904E-1,4.761400335E-1
5.748381708E0,1.778898418E-2,-3.043070097E-2,-4.560424751E-1,4.574026832E-1
5.758335708E0,2.473251622E-2,-3.562078094E-2,-4.671270418E-1,4.691355994E-1
5.768290708E0,1.204285227E-2,-3.888310701E-2,-4.785115707E-1,4.802397834E-1
5.778244708E0,2.969285544E-2,-1.370671403E-2,-4.824140024E-1,4.835212605E-1
5.788199708E0,2.418616701E-2,3.895031344E-3,-4.637128526E-1,4.643595069E-1
5.798153708E0,2.408786070E-2,2.633088917E-2,-4.288412279E-1,4.303235289E-1
5.808108708E0,2.577759638E-2,8.883493843E-2,-4.152242321E-1,4.254025078E-1
5.818062708E0,3.310909119E-2,1.752357175E-1,-4.538497692E-1,4.876303740E-1
5.828017708E0,4.418444853E-2,2.317243889E-1,-4.492111731E-1,5.073846035E-1
5.837971708E0,2.903277788E-2,2.344510003E-1,-4.295972729E-1,4.902693042E-1
5.847925708E0,4.015940800E-2,1.685474347E-1,-4.493526757E-1,4.816002937E-1
5.857880708E0,3.635546532E-2,6.405003481E-2,-5.093755138E-1,5.146722655E-1
5.867834708E0,2.510889418E-2,-6.789640635E-3,-5.900536412E-1,5.906266632E-1
5.877789708E0,3.460005809E-2,-4.012342935E-2,-5.864505869E-1,5.888389801E-1
5.887743708E0,1.987494182E-2,-2.831035439E-2,-5.623483640E-1,5.634111926E-1
5.897698708E0,2.365348566E-2,-4.197595518E-2,-5.141369015E-1,5.163896026E-1
5.907652708E0,3.489461157E-2,-2.027306411E-2,-5.054450154E-1,5.070535422E-1
5.917607708E0,4.015871365E-2,-2.227142315E-2,-4.798412275E-1,4.820335488E-1
5.927561708E0,2.831441090E-2,-2.029751278E-2,-4.356801313E-1,4.370707857E-1
5.937516708E0,1.719987720E-2,-2.795908291E-2,-4.467535883E-1,4.479579386E-1
