"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
3.008469625E0;5.189827815E-2;-2.402406209E-2;1.667742848E-2;5.957116295E-2
3.018465625E0;6.833650069E-2;-8.939479105E-3;3.389747858E-2;7.680384540E-2
3.028460625E0;7.794725843E-2;-1.626188331E-2;5.530004203E-2;9.694492557E-2
3.038456625E0;9.382380109E-2;2.438337349E-2;5.604556203E-2;1.119757098E-1
3.048451625E0;8.282515191E-2;3.734739063E-2;6.053622365E-2;1.091763150E-1
3.058446625E0;1.328848645E-1;3.035170874E-2;5.694486380E-2;1.477238333E-1
3.068442625E0;6.949773945E-2;5.260314172E-2;5.095731497E-2;1.009637274E-1
3.078437625E0;4.568804177E-2;7.906614142E-3;3.654509783E-3;4.651093580E-2
3.088433625E0;7.470249228E-2;1.451490887E-2;6.143786430E-2;9.780468344E-2
3.098428625E0;1.683650929E-2;4.257282799E-2;3.389280081E-2;5.696170358E-2
3.108423625E0;-2.917861110E-2;2.074012874E-2;3.838229299E-2;5.248566186E-2
3.118419625E0;2.332562132E-2;3.319341900E-2;2.520968556E-2;4.776416984E-2
3.128414625E0;1.671161642E-2;-1.552472301E-3;3.206613064E-3;1.708714900E-2
3.138410625E0;-1.523599846E-2;9.710023357E-3;-9.666032195E-3;2.049029968E-2
3.148405625E0;6.494460398E-2;-3.838815847E-3;-1.086120307E-2;6.595834917E-2
3.158400625E0;1.019007428E-1;-1.421443507E-2;-6.370073676E-2;1.210107244E-1
3.168396625E0;9.517257102E-2;-1.773656937E-2;-7.178217351E-2;1.205200589E-1
3.178391625E0;8.737384714E-2;-3.581006628E-2;-4.079660833E-2;1.028635663E-1
3.188387625E0;8.421485234E-2;-8.432708234E-3;-3.511311471E-2;9.163068671E-2
3.198382625E0;9.468314080E-2;7.679102635E-3;6.202141643E-3;9.519628317E-2
3.208377625E0;8.645344058E-2;2.441384297E-2;4.511887014E-2;1.005283321E-1
3.218373625E0;1.090054570E-1;3.943925031E-2;5.365112722E-2;1.277344416E-1
3.228368625E0;6.227136662E-2;3.587106004E-2;4.302615166E-2;8.375981003E-2
3.238364625E0;1.507395750E-2;3.519493919E-2;4.901370049E-2;6.219526328E-2
3.248359625E0;6.114480916E-2;3.930991720E-2;2.042549372E-2;7.550601348E-2
3.258354625E0;6.146331796E-2;3.236814846E-2;-2.475711107E-3;6.950946436E-2
3.268350625E0;3.495337609E-2;2.964245975E-3;-1.744516790E-2;3.917727833E-2
3.278345625E0;3.050695231E-2;1.971703959E-2;1.803339779E-2;4.055415177E-2
3.288341625E0;4.392496007E-2;2.600640524E-2;8.606516719E-3;5.176685581E-2
3.298336625E0;6.237868130E-2;-1.909448471E-2;2.073715031E-2;6.845238221E-2
3.308331625E0;5.739265088E-2;4.308420355E-3;6.671673059E-3;5.793953816E-2
3.318327625E0;5.041295746E-2;-1.836089669E-3;3.532302976E-3;5.056989885E-2
3.328322625E0;4.725690454E-2;6.890514242E-3;2.164405346E-2;5.243242569E-2
3.338318625E0;3.990596775E-2;2.214227278E-2;9.819229245E-3;4.668172843E-2
3.348313625E0;1.389921533E-2;1.844068377E-2;-3.953302503E-3;2.342809436E-2
3.358308625E0;6.410519963E-2;7.971810596E-3;-1.405085921E-3;6.461424495E-2
3.368304625E0;1.070631764E-1;1.319891989E-2;2.015008986E-2;1.097395159E-1
3.378299625E0;5.792257307E-2;2.197005400E-2;4.732151628E-3;6.212971111E-2
3.388295625E0;8.713122424E-2;1.142716787E-2;9.974180460E-3;8.844158908E-2
3.398290625E0;1.126435763E-1;2.836677088E-2;3.827002645E-2;1.223022645E-1
3.408285625E0;9.416319542E-2;3.227878656E-2;-2.439458370E-3;9.957197593E-2
3.418281625E0;1.039278994E-1;2.707584271E-2;1.926832974E-2;1.091117687E-1
3.428276625E0;9.318091800E-2;1.900534208E-2;2.884957731E-2;9.937899486E-2
3.438272625E0;3.469277300E-2;3.020762055E-2;-2.309065461E-2;5.147103232E-2
3.448267625E0;-3.694353076E-2;-6.937330339E-2;7.016658783E-2;1.053604752E-1
3.458262625E0;1.579013178E-2;1.918742803E-2;-2.339003205E-2;3.412593230E-2
3.468258625E0;-5.932795135E-2;1.807002512E-2;-6.844399810E-2;9.236293897E-2
3.478253625E0;1.256353403E-1;-5.044455070E-2;-3.057509065E-2;1.387938313E-1
3.488249625E0;1.857217669E-1;-1.932290984E-2;1.343514740E-2;1.872069783E-1
3.498244625E0;5.165958384E-2;2.643824039E-2;-8.895252228E-2;1.062084948E-1
3.508239625E0;3.845337320E-2;-1.156325268E-2;6.372763395E-2;7.532318403E-2
3.518235625E0;2.905938271E-3;1.115771173E-2;6.716988981E-2;6.815227880E-2
3.528230625E0;8.559936337E-2;6.683999721E-2;3.548675179E-3;1.086619958E-1
3.538226625E0;1.373316537E-1;6.791049449E-2;4.680696130E-2;1.601958489E-1
3.548221625E0;1.229568953E-1;4.906919422E-2;9.823907018E-3;1.327504918E-1
3.558217625E0;-1.258361922E-1;4.677746027E-2;5.817628741E-2;1.463125369E-1
3.568212625E0;-2.312722529E-1;2.331843107E-2;1.372516930E-2;2.328497036E-1
3.578207625E0;-5.318548786E-2;2.295388458E-2;-1.770419955E-2;6.057239980E-2
3.588203625E0;3.639188251E-2;3.528103030E-2;-2.907294095E-2;5.843249188E-2
3.598198625E0;7.596837793E-2;-1.574808665E-2;8.501851559E-3;7.804792219E-2
3.608194625E0;2.156965495E-1;1.792051912E-2;4.278232276E-2;2.206274543E-1
3.618189625E0;2.734198421E-1;-2.308188379E-3;1.314804912E-2;2.737455187E-1
3.628184625E0;1.957087564E-1;-8.918704131E-2;4.158832133E-2;2.190566916E-1
3.638180625E0;1.466964264E-1;-3.557072329E-2;7.347260356E-2;1.678789485E-1
3.648175625E0;1.828169981E-1;-4.119354291E-3;4.233267188E-2;1.876994379E-1
3.658171625E0;1.260152083E-1;5.188190594E-2;3.798585176E-2;1.414725762E-1
3.668166625E0;4.564106304E-2;4.124754743E-2;-1.455255032E-2;6.321584869E-2
3.678161625E0;-3.120944045E-2;3.876517598E-2;6.403285861E-3;5.017738646E-2
3.688157625E0;-1.062579235E-1;6.073166683E-2;-1.784277856E-2;1.236828460E-1
3.698152625E0;-1.491165889E-1;3.332932108E-2;-1.381112337E-3;1.528021865E-1
3.708148625E0;-1.088613049E-1;2.320092031E-2;-3.027162015E-2;1.153491976E-1
3.718143625E0;-7.664420642E-4;1.390389310E-2;-5.197823882E-2;5.381117902E-2
3.728138625E0;3.481017413E-2;1.935035521E-3;1.328370452E-2;3.730883797E-2
3.738134625E0;1.103572053E-1;1.895905771E-2;6.358086884E-2;1.287660107E-1
3.748129625E0;1.239928940E-1;-1.006460217E-2;4.861433566E-2;1.335622986E-1
3.758125625E0;1.816648042E-1;-4.851427518E-2;1.059223115E-2;1.883293162E-1
3.768120625E0;2.738194080E-1;-1.073028940E-2;3.019852996E-2;2.756885172E-1
3.778115625E0;1.838722012E-1;-2.798180482E-2;3.498038292E-2;1.892500858E-1
3.788111625E0;8.953240162E-2;7.692743093E-4;4.770392418E-2;1.014510084E-1
3.798106625E0;2.487186268E-2;3.217082321E-2;1.462154746E-2;4.321297339E-2
3.808102625E0;-1.710862409E-2;1.363387051E-2;-4.090712070E-3;2.225581651E-2
3.818097625E0;-2.709099066E-2;4.944429310E-2;4.293025732E-3;5.654281532E-2
3.828092625E0;-6.046094075E-2;3.275007214E-2;-2.141835093E-3;6.879447681E-2
3.838088625E0;-2.665473355E-2;1.551153936E-2;1.152486205E-3;3.086115517E-2
3.848083625E0;-3.124879953E-3;4.743964830E-3;1.148802459E-2;1.281580220E-2
3.858079625E0;-7.022560816E-3;6.145898737E-3;4.901720881E-3;1.054112420E-2
3.868074625E0;6.873166284E-2;-4.420129582E-5;-1.888650656E-4;6.873193654E-2
3.878069625E0;1.492533224E-1;1.462556742E-2;4.516681731E-2;1.566221659E-1
3.888065625E0;1.234754519E-1;1.973765102E-2;2.300996304E-2;1.271425204E-1
3.898060625E0;1.327194613E-1;-2.284984069E-2;4.546210170E-2;1.421385709E-1
3.908056625E0;1.349281557E-1;-1.746894962E-2;1.313050747E-2;1.366864354E-1
3.918051625E0;1.068856403E-1;2.452753477E-2;-9.774790406E-3;1.100985313E-1
3.928045875E0;9.697327590E-2;2.288078525E-2;4.067089319E-2;1.076172297E-1
3.938041875E0;6.224425016E-2;1.456972651E-2;-6.629573107E-3;6.426954837E-2
3.948036875E0;7.743266691E-3;2.867677381E-2;-2.204809606E-2;3.699235158E-2
3.958032875E0;-3.653837353E-2;3.682031896E-2;-3.038797975E-3;5.196174479E-2
3.968027875E0;-2.102132499E-2;2.682236591E-2;3.396062851E-3;3.424717011E-2
3.978022875E0;5.453095045E-3;4.713443278E-2;1.836435020E-2;5.087868274E-2
3.988018875E0;1.950406389E-2;1.832136403E-2;3.078734457E-2;4.079143874E-2
3.998013875E0;4.143028205E-2;4.486203119E-3;-2.293277979E-3;4.173551741E-2
4.008009875E0;8.248367451E-2;1.324437286E-2;-9.449100494E-4;8.354557336E-2
4.018004875E0;1.105992253E-1;-1.936442507E-3;1.552026451E-2;1.116996734E-1
4.027999875E0;1.200405599E-1;2.990805125E-3;4.740688562E-2;1.290972259E-1
4.037995875E0;1.232544089E-1;-4.500958202E-3;7.285630703E-3;1.235515615E-1
4.047990875E0;9.728049226E-2;7.729205964E-3;5.491120219E-3;9.774143032E-2
4.057986875E0;6.722141840E-2;3.194152099E-2;7.137696147E-3;7.476581144E-2
4.067981875E0;6.080658428E-2;2.537073981E-2;-1.187394083E-2;6.694852949E-2
4.077976875E0;3.269158171E-2;3.599851107E-2;9.082480073E-3;4.946841173E-2
4.087972875E0;-1.860584021E-3;4.669398213E-2;9.830338955E-3;4.775379884E-2
4.097967875E0;-1.004167926E-3;3.622827010E-2;2.016003013E-2;4.147195103E-2
4.107963875E0;1.183492893E-2;1.874790927E-2;1.043377161E-2;2.450333110E-2
4.117958875E0;2.854753207E-2;5.767867109E-3;1.776851892E-2;3.411671355E-2
4.127953875E0;7.330902770E-2;-3.574201930E-4;3.100778461E-3;7.337544629E-2
4.137949875E0;1.048991036E-1;-1.117184554E-2;2.241120815E-2;1.078466241E-1
4.147944875E0;7.394198880E-2;-1.401978674E-2;1.821933925E-2;7.743330324E-2
4.157940875E0;9.739065746E-2;-1.232125282E-2;9.237431288E-3;9.860062661E-2
4.167935875E0;1.047956445E-1;8.474260010E-3;1.672069788E-2;1.064590152E-1
4.177930875E0;8.160843769E-2;1.610690469E-2;2.390575647E-2;8.654972371E-2
4.187926875E0;7.606893176E-2;2.449199466E-2;1.267676353E-2;8.091378446E-2
4.197921875E0;4.984670945E-2;2.262309663E-2;9.981781840E-3;5.564292329E-2
4.207917875E0;-1.747378271E-2;2.428301152E-2;2.330407798E-2;3.792199601E-2
4.217912875E0;1.328509323E-2;1.617010944E-2;2.719773889E-2;3.431738833E-2
4.227907875E0;4.180150716E-2;7.257308252E-4;3.247543573E-3;4.193374804E-2
4.237903875E0;4.168447148E-2;9.515502937E-3;5.194081664E-3;4.307108593E-2
4.247898875E0;2.492033975E-2;6.863580504E-3;1.283054531E-2;2.885749406E-2
4.257894875E0;4.805758936E-2;3.395896571E-2;1.448179901E-2;6.060087252E-2
4.267889875E0;5.557641434E-2;1.795197532E-2;1.957589328E-2;6.159729577E-2
4.277884875E0;7.567967165E-2;2.628159896E-2;3.559551001E-2;8.766513263E-2
4.287880875E0;7.295311499E-2;1.091332552E-2;5.190865695E-2;9.019848296E-2
4.297875875E0;9.314656561E-2;1.421279054E-2;6.029122531E-2;1.118629427E-1
4.307871875E0;9.922238912E-2;2.423066067E-2;1.113368332E-1;1.510897014E-1
4.317866875E0;7.056447258E-2;1.691408540E-2;1.251111192E-1;1.446313355E-1
4.327861875E0;4.549835443E-2;1.504727958E-2;1.417277366E-1;1.496104014E-1
4.337857875E0;2.883748088E-2;2.865732268E-2;1.917249388E-1;1.959879960E-1
4.347852875E0;3.325426659E-2;2.729177856E-2;1.710696495E-1;1.763958967E-1
4.357848875E0;1.680065855E-2;2.490629730E-2;1.888849461E-1;1.912592707E-1
4.367843875E0;-1.409946419E-3;2.494412147E-2;1.888896239E-1;1.905347400E-1
4.377838875E0;1.690800978E-2;6.906146407E-3;1.784149218E-1;1.793473166E-1
4.387834875E0;5.980718549E-2;2.871351991E-2;1.815665710E-1;1.933074892E-1
4.397829875E0;7.967302758E-2;1.127505803E-2;1.667526501E-1;1.851522741E-1
4.407825875E0;8.498436419E-2;6.443375833E-3;1.463973230E-1;1.693990420E-1
4.417820875E0;8.588613275E-2;2.110889618E-2;1.555283350E-1;1.789163947E-1
4.427815875E0;9.805018684E-2;-7.787650712E-3;1.374200928E-1;1.689933980E-1
4.437811875E0;8.558841811E-2;-2.775042867E-3;1.345783460E-1;1.595130383E-1
4.447806875E0;6.183077892E-2;4.307095595E-3;1.282896656E-1;1.424774880E-1
4.457802875E0;6.470335152E-2;1.565788421E-2;1.461026233E-1;1.605542574E-1
4.467797875E0;3.827994844E-2;3.118123678E-2;1.606271070E-1;1.680437190E-1
4.477792875E0;2.398186164E-2;1.415626441E-2;1.589828700E-1;1.614034772E-1
4.487788875E0;1.753565356E-2;2.378933293E-2;1.616796058E-1;1.643585302E-1
4.497783875E0;4.604660399E-2;3.331916154E-2;1.785985243E-1;1.874243558E-1
4.507779875E0;6.149677500E-2;3.594836206E-2;1.928195375E-1;2.055565910E-1
4.517774875E0;4.472842231E-2;1.480869491E-2;2.444603920E-1;2.489594595E-1
4.527769875E0;4.749139616E-2;1.565644981E-2;2.663149452E-1;2.709690152E-1
4.537765875E0;5.916724429E-2;2.399601373E-2;2.520951015E-1;2.600548243E-1
4.547760875E0;8.581879841E-2;3.253455657E-2;2.800892311E-1;2.947428386E-1
4.557756875E0;7.716554051E-2;6.965331193E-3;2.990932667E-1;3.089657241E-1
4.567751875E0;6.356488036E-2;7.691189926E-3;2.886133021E-1;2.956303208E-1
4.577746875E0;5.178666942E-2;4.286475023E-3;2.782859498E-1;2.830959252E-1
4.587742875E0;6.353321403E-2;2.165575703E-2;2.802336574E-1;2.881602745E-1
4.597737875E0;6.772477230E-2;3.058793625E-2;2.844231874E-1;2.939707743E-1
4.607733875E0;5.846731430E-2;1.859478531E-2;2.616705018E-1;2.687668960E-1
4.617728875E0;5.417017724E-2;-3.557299823E-3;2.473027235E-1;2.531910337E-1
4.627723875E0;5.052230040E-2;1.767141860E-2;2.362292665E-1;2.422169446E-1
4.637719875E0;5.699960835E-2;1.500210070E-2;2.529961574E-1;2.597711956E-1
4.647714875E0;5.458551228E-2;2.033948483E-2;2.265053469E-1;2.338759179E-1
4.657710875E0;5.796673782E-2;1.362009301E-2;2.073457754E-1;2.157264939E-1
4.667705875E0;5.409580797E-2;4.945005809E-2;2.589907229E-1;2.691614000E-1
4.677700875E0;5.752635112E-2;2.487085769E-2;3.009041494E-1;3.073615912E-1
4.687696875E0;6.422004260E-2;1.659441629E-2;3.071922451E-1;3.142716404E-1
4.697691875E0;7.483405463E-2;2.760849665E-2;3.477573037E-1;3.567877620E-1
4.707687875E0;8.778158080E-2;2.136271102E-2;3.757496792E-1;3.864580091E-1
4.717682875E0;7.208995633E-2;1.657300087E-2;3.649715066E-1;3.723920337E-1
4.727677875E0;5.426188717E-2;1.152660708E-2;3.455166507E-1;3.499413822E-1
4.737673875E0;4.427003715E-2;1.504573555E-2;3.609363431E-1;3.639522690E-1
4.747668875E0;6.593482995E-2;7.953291368E-3;4.001588809E-1;4.056325759E-1
4.757664875E0;7.778302476E-2;2.208768354E-2;4.118386942E-1;4.197012923E-1
4.767659875E0;5.799840415E-2;1.463982915E-2;4.052553141E-1;4.096461999E-1
4.777654875E0;4.054609168E-2;3.115220170E-2;3.896906108E-1;3.930308097E-1
4.787650875E0;4.856936691E-2;3.284909109E-2;3.985228300E-1;4.028132225E-1
4.797645875E0;7.071125597E-2;3.947948646E-2;3.497289848E-1;3.589833902E-1
4.807641875E0;5.450480243E-2;3.277773678E-2;3.431432658E-1;3.489877568E-1
4.817636875E0;4.565102158E-2;3.082807409E-2;4.111025298E-1;4.147766579E-1
4.827631875E0;4.870836619E-2;1.529626133E-2;4.274197698E-1;4.304580585E-1
4.837627875E0;7.671908733E-2;3.596209388E-2;3.805695391E-1;3.898875025E-1
4.847622875E0;6.768499296E-2;2.587918262E-2;3.781762737E-1;3.850562093E-1
4.857618875E0;7.015818246E-2;1.365534076E-2;3.575233233E-1;3.645978135E-1
4.867613875E0;6.522433843E-2;2.270217109E-2;4.176970196E-1;4.233679287E-1
4.877608875E0;7.724237658E-2;2.736301409E-2;4.956836736E-1;5.024116077E-1
4.887604875E0;5.438674349E-2;8.837079741E-3;4.211404449E-1;4.247296624E-1
4.897599875E0;5.129018599E-2;1.614201539E-2;3.889597088E-1;3.926587614E-1
4.907595875E0;6.297292287E-2;2.603428915E-2;4.726351190E-1;4.775220716E-1
4.917590875E0;7.609160800E-2;7.181952260E-3;5.660420501E-1;5.711787074E-1
4.927585708E0;5.269614900E-2;2.406225172E-2;4.539263678E-1;4.576079364E-1
4.937581708E0;4.244146664E-2;3.614465492E-2;4.081239581E-1;4.119136795E-1
4.947576708E0;6.313998878E-2;2.313978036E-2;5.049713910E-1;5.094293016E-1
4.957572708E0;6.434789563E-2;1.349234962E-2;5.792158270E-1;5.829353904E-1
4.967567708E0;7.208783671E-2;2.616151177E-2;4.558769989E-1;4.622822937E-1
4.977562708E0;5.395191165E-2;4.476052718E-2;4.181571954E-1;4.239926340E-1
4.987558708E0;5.086682931E-2;1.531509119E-2;5.828130341E-1;5.852290312E-1
4.997553708E0;9.244270703E-2;6.728774775E-4;5.361113226E-1;5.440233976E-1
5.007549708E0;9.618561940E-2;1.291986153E-2;4.022960383E-1;4.138365603E-1
5.017544708E0;4.361418055E-2;8.750677994E-3;5.241403180E-1;5.260245661E-1
5.027539708E0;5.026511427E-2;-1.037131604E-3;5.593195063E-1;5.615745431E-1
5.037535708E0;6.773491357E-2;1.562403431E-2;4.659137446E-1;4.710708507E-1
5.047530708E0;7.727959776E-2;2.343556724E-2;5.801186371E-1;5.857123826E-1
5.057526708E0;5.163016504E-2;2.880204127E-2;5.726359552E-1;5.756797449E-1
5.067521708E0;5.080950832E-2;3.455860681E-2;4.446556073E-1;4.488814015E-1
5.077516708E0;6.481879748E-2;2.160470353E-2;6.022749066E-1;6.061380230E-1
5.087512708E0;5.559410216E-2;5.586557742E-3;5.793754560E-1;5.820634268E-1
5.097507708E0;5.677662844E-2;3.855908903E-2;5.196490717E-1;5.241617561E-1
5.107503708E0;7.209624209E-2;4.759947829E-2;6.416436249E-1;6.474334868E-1
5.117498708E0;5.551593220E-2;1.022569296E-2;5.418000787E-1;5.447328784E-1
5.127493708E0;3.794519534E-2;1.307254694E-2;5.994284821E-1;6.007705339E-1
5.137489708E0;6.676738210E-2;3.902079980E-2;5.952377826E-1;6.002403885E-1
5.147484708E0;6.553636048E-2;4.495049774E-2;5.540727997E-1;5.597430028E-1
5.157480708E0;5.344046300E-2;9.889231380E-3;5.868546295E-1;5.893657915E-1
5.167475708E0;5.280097861E-2;1.832880096E-2;6.003266144E-1;6.029228244E-1
5.177470708E0;4.515229063E-2;2.355082135E-2;5.678476703E-1;5.701266063E-1
5.187466708E0;6.937772535E-2;3.819391214E-2;5.923942816E-1;5.976646456E-1
5.197461708E0;9.269590974E-2;2.249511570E-2;6.521235895E-1;6.590627724E-1
5.207457708E0;6.824162962E-2;-9.030841850E-3;5.679979438E-1;5.721539480E-1
5.217452708E0;5.400475586E-2;2.319055977E-2;6.673906696E-1;6.699735977E-1
5.227447708E0;5.913952483E-2;2.641252178E-2;6.476352668E-1;6.508659950E-1
5.237443708E0;5.183701029E-2;3.854344773E-2;6.886488068E-1;6.916717806E-1
5.247438708E0;6.214989072E-2;1.935609279E-2;7.346049982E-1;7.374834037E-1
5.257434708E0;2.028812069E-2;3.309842002E-2;6.747318488E-1;6.758477499E-1
5.267429708E0;3.788442085E-2;2.248598856E-2;6.799779707E-1;6.814036173E-1
5.277424708E0;5.610968040E-2;3.519794502E-2;7.088684785E-1;7.119562567E-1
5.287420708E0;6.584867489E-2;1.566435269E-2;6.606698799E-1;6.641280826E-1
5.297415708E0;4.969000407E-2;1.110485838E-2;6.281827497E-1;6.302427956E-1
5.307411708E0;1.032036486E-1;1.998129719E-2;6.941966450E-1;7.021105520E-1
5.317406708E0;4.733949646E-2;2.692123868E-2;6.629117024E-1;6.651448761E-1
5.327401708E0;7.908746548E-2;4.005774868E-2;6.624655598E-1;6.683712055E-1
5.337397708E0;8.482648937E-2;3.888512612E-2;7.142596114E-1;7.203293544E-1
5.347392708E0;6.144654376E-2;3.090996251E-2;7.036328816E-1;7.069868002E-1
5.357388708E0;7.146841558E-2;7.156471191E-3;7.254868501E-1;7.290336887E-1
5.367383708E0;1.028080479E-1;3.486066118E-2;7.236923397E-1;7.317891519E-1
5.377378708E0;7.007882478E-2;2.845986038E-2;7.033311653E-1;7.073865516E-1
5.387374708E0;4.684295822E-2;2.610356952E-2;7.293770027E-1;7.313456578E-1
5.397369708E0;5.457436603E-2;3.348490270E-2;7.391073543E-1;7.418755160E-1
5.407365708E0;5.597583398E-2;2.478032635E-2;7.072195637E-1;7.098639798E-1
5.417360708E0;5.849952880E-2;2.494994128E-2;7.736819404E-1;7.762914655E-1
5.427355708E0;6.542805908E-2;3.200690017E-2;7.801173860E-1;7.835103117E-1
5.437351708E0;5.283757852E-2;2.646402296E-2;7.932899934E-1;7.954880061E-1
5.447346708E0;6.832328964E-2;3.973357539E-2;7.870036519E-1;7.909624371E-1
5.457342708E0;5.006751493E-2;1.430472887E-2;7.648467976E-1;7.666172481E-1
5.467337708E0;6.085374573E-2;1.735878442E-2;7.938910872E-1;7.964091687E-1
5.477332708E0;7.711814152E-2;3.248513846E-2;7.885028780E-1;7.929308170E-1
5.487328708E0;5.736809257E-2;2.514824412E-2;7.597597200E-1;7.623374347E-1
5.497323708E0;7.352966873E-2;1.380363163E-2;7.685942781E-1;7.722268558E-1
5.507319708E0;7.420301216E-2;3.887577971E-2;7.587142378E-1;7.633247722E-1
5.517314708E0;3.945138328E-2;3.354682837E-2;7.650029182E-1;7.667537194E-1
5.527309708E0;5.982182181E-2;4.168245236E-2;7.721891463E-1;7.756237199E-1
5.537305708E0;8.332762873E-2;2.704768471E-2;7.615606624E-1;7.665831419E-1
5.547300708E0;4.493269114E-2;3.183564984E-2;7.564724153E-1;7.584741067E-1
5.557296708E0;5.613575533E-2;3.749113164E-2;7.774300057E-1;7.803551894E-1
5.567291708E0;5.959672228E-2;4.350157597E-2;7.886642611E-1;7.921082459E-1
5.577286708E0;6.360018292E-2;2.108954555E-2;8.449472201E-1;8.475998802E-1
5.587282708E0;4.398049034E-2;1.667945674E-2;8.935972238E-1;8.948343345E-1
5.597277708E0;8.019684674E-2;4.126327096E-2;8.955478549E-1;9.000778590E-1
5.607273708E0;6.262925277E-2;3.482057121E-2;9.492872751E-1;9.519880388E-1
5.617268708E0;6.555028416E-2;7.123799874E-3;9.727878195E-1;9.750198614E-1
5.627263708E0;7.167096678E-2;3.630679638E-2;9.096197641E-1;9.131610078E-1
5.637259708E0;6.510955028E-2;4.479323504E-2;8.826705319E-1;8.862014191E-1
5.647254708E0;5.635277839E-2;3.988593190E-2;8.895597214E-1;8.922348464E-1
5.657250708E0;6.100058394E-2;2.722460867E-2;8.287849313E-1;8.314726171E-1
5.667245708E0;6.062544851E-2;4.185806983E-2;8.492893624E-1;8.524787177E-1
5.677240708E0;5.889447168E-2;8.221157799E-3;8.290843087E-1;8.312141344E-1
5.687236708E0;4.466974916E-2;1.801803058E-2;7.412181991E-1;7.427815659E-1
5.697231708E0;6.933219016E-2;2.427331793E-2;8.051364523E-1;8.084805832E-1
5.707227708E0;6.051605076E-2;2.168418911E-2;7.690649790E-1;7.717469393E-1
5.717222708E0;3.017859461E-2;3.335600814E-2;7.171300095E-1;7.185393666E-1
5.727217708E0;6.035545332E-2;4.165307924E-2;8.063450718E-1;8.096728565E-1
5.737213708E0;3.368513329E-2;3.694224254E-2;7.779036301E-1;7.795084831E-1
5.747208708E0;4.711426903E-2;2.931130635E-2;7.581476426E-1;7.601754765E-1
5.757204708E0;1.017964979E-1;3.850525810E-2;8.175775731E-1;8.247898338E-1
5.767199708E0;7.299717011E-2;2.757883117E-2;8.225202245E-1;8.262134702E-1
5.777194708E0;3.597932490E-2;6.666383157E-3;8.361424828E-1;8.369427722E-1
5.787190708E0;7.779791689E-2;2.988442484E-2;8.264109617E-1;8.306025960E-1
5.797185708E0;1.004275003E-1;2.903500713E-2;7.895887059E-1;7.964791516E-1
5.807181708E0;5.074036499E-2;3.442872553E-2;8.373411620E-1;8.395833153E-1
5.817176708E0;7.261644328E-2;3.743789457E-2;8.315044713E-1;8.355084856E-1
5.827171708E0;5.082076421E-2;4.912834246E-2;8.214770812E-1;8.245125463E-1
5.837167708E0;6.081937507E-2;4.529276999E-2;8.264185631E-1;8.298903981E-1
5.847162708E0;5.289519187E-2;3.159310916E-2;7.880994201E-1;7.905040935E-1
5.857158708E0;5.092047751E-2;2.373686330E-2;8.116023034E-1;8.135444871E-1
5.867153708E0;5.746272611E-2;2.558433677E-2;7.710436767E-1;7.736051154E-1
5.877148708E0;4.515051819E-2;1.418796728E-2;8.027788550E-1;8.041727163E-1
5.887144708E0;5.329388062E-2;2.718639163E-2;7.643141162E-1;7.666520762E-1
5.897139708E0;5.308363667E-2;1.548058567E-2;7.851226026E-1;7.870673555E-1
5.907135708E0;4.870116681E-2;3.213659872E-2;8.119168836E-1;8.140108049E-1
5.917130708E0;7.447927482E-2;1.223331618E-2;8.197001123E-1;8.231677172E-1
5.927126625E0;7.165742682E-2;2.791314572E-2;8.167075074E-1;8.203201102E-1
5.937122625E0;6.403342506E-2;2.030439240E-2;7.560829908E-1;7.590612866E-1
5.947117625E0;5.713034844E-2;2.677230827E-2;8.283826429E-1;8.307818223E-1
5.957113625E0;8.023916597E-2;3.254375679E-2;8.435006189E-1;8.479332014E-1
5.967108625E0;5.184413658E-2;4.070220320E-2;8.421545899E-1;8.447300380E-1
5.977103625E0;4.103285411E-2;4.355733465E-2;7.996459168E-1;8.018818671E-1
5.987099625E0;6.010680048E-2;2.995704909E-2;8.361711341E-1;8.388637659E-1
5.997094625E0;5.991895868E-2;1.100736519E-2;8.464979017E-1;8.486873047E-1
6.007090625E0;6.924530419E-2;2.557838906E-2;8.665544361E-1;8.696929095E-1
6.017085625E0;9.138529290E-2;2.053588732E-2;7.976941162E-1;8.031742635E-1
6.027080625E0;4.953019235E-2;2.928166827E-2;8.089207703E-1;8.109645298E-1
6.037076625E0;6.748384874E-2;2.118850054E-2;8.819694507E-1;8.848011835E-1
6.047071625E0;6.205960605E-2;3.606905225E-2;8.409541565E-1;8.440120050E-1
6.057067625E0;8.488450471E-2;1.649561662E-2;7.688106251E-1;7.736583624E-1
6.067062625E0;3.912430465E-2;2.695390999E-2;7.905201674E-1;7.919465635E-1
6.077057625E0;6.190330267E-2;2.853450375E-3;8.370727748E-1;8.393634441E-1
6.087053625E0;6.932087945E-2;3.355129601E-2;7.761506349E-1;7.799621028E-1
6.097048625E0;5.717849661E-2;4.027543869E-2;7.432173622E-1;7.465008633E-1
6.107044625E0;3.893461732E-2;3.656346174E-2;7.807886463E-1;7.826133793E-1
6.117039625E0;5.934054114E-2;2.552085794E-2;8.292913002E-1;8.318032667E-1
6.127034625E0;6.596307931E-2;2.095869583E-2;7.993570644E-1;8.023478741E-1
6.137030625E0;6.545079013E-2;1.899386692E-2;7.803483510E-1;7.833186592E-1
